1.4899989e-06,-81.38104300005412,-59.57558175373083
1.4900085e-06,-72.64858950135633,-60.25625047373157
1.4900182e-06,nan,-61.44670009752403
1.4900302e-06,nan,-64.12041839022788
1.49004e-06,nan,-64.80542192323325
1.4900509000000001e-06,nan,-67.22350810888555
1.4900608e-06,nan,-66.81361247861645
1.490071e-06,nan,-75.30984574072454
1.4900814e-06,nan,nan
1.4900917e-06,nan,-71.73432994691963
1.4901011000000001e-06,nan,-65.61907806503612
1.4901121e-06,nan,-62.69332069462692
1.4901223000000001e-06,nan,-61.5042596486968
1.4901319e-06,nan,-61.170464365370634
1.49014e-06,nan,-59.84289999332374
1.4901501e-06,nan,-59.01946492499491
1.49016e-06,nan,-58.52654348117642
1.4901711000000001e-06,nan,-57.95437249395766
1.4901817e-06,nan,-57.16294960351715
1.4901927000000001e-06,nan,-56.567521212403236
1.4902029e-06,nan,-55.91428223616349
1.4902122000000001e-06,nan,-55.711715883614886
1.4902234000000001e-06,nan,-55.22238514463734
1.4902331e-06,nan,-55.0884029714114
1.490244e-06,nan,-54.75821237595228
1.490254e-06,nan,-54.508706767451116
1.490263e-06,nan,-54.39476421918428
1.4902727e-06,nan,-54.451361826010626
1.4902816000000001e-06,-74.48740945239595,-54.49714923126399
1.4902917000000001e-06,-70.82751501370231,-54.35003815414805
1.4903013e-06,nan,-54.272732414101256
1.4903129e-06,-72.64858950135633,-53.92602994859266
1.4903235e-06,-73.47689127719599,-53.595695048305444
1.4903342000000001e-06,nan,-53.614493048580144
1.4903443000000001e-06,nan,-53.75778114238787
1.490354e-06,nan,-54.14341054147479
1.490364e-06,nan,-54.53191452258477
1.4903744e-06,nan,-55.07519754441604
1.4903838e-06,nan,-55.59144726951304
1.4903937e-06,nan,-56.36810698811098
1.4904026e-06,nan,-56.996117683230025
1.4904142e-06,nan,-58.05762777572602
1.4904226e-06,nan,-59.08495801386496
1.4904332000000001e-06,-81.38104300005412,-60.12826629032817
1.4904433000000001e-06,-81.38104300005412,-61.44670009752403
1.4904538e-06,-75.82558894638261,-62.77018812485893
1.490464e-06,nan,-63.437496729604476
1.4904733e-06,nan,-66.09027314498067
1.4904835e-06,-81.38104300005412,-68.76099103500849
1.4904943e-06,nan,-67.22350810888555
1.4905038e-06,nan,-65.61907806503612
1.4905144e-06,nan,-63.71763679829074
1.4905231000000001e-06,nan,-63.26131614008514
1.4905331e-06,nan,-61.80334080149494
1.4905414e-06,nan,-61.11713702415781
1.4905514e-06,nan,-60.43373895296469
1.4905609e-06,nan,-61.06445655831736
1.4905713e-06,nan,-61.11713702415781
1.4905826e-06,nan,-60.81082845436649
1.4905928000000001e-06,nan,-60.478709568908414
1.4906021e-06,nan,-59.88260509679492
1.4906124e-06,nan,-59.39405319002539
1.4906226e-06,-75.82558894638261,-58.82795698017023
1.490632e-06,-69.19798784308982,-58.19032926476949
