340282299999999994960115009090224128000.0000,340282299999999994960115009090224128000.0000,340282299999999994960115009090224128000.0000,340282299999999994960115009090224128000.0000,340282299999999994960115009090224128000.0000,340282299999999994960115009090224128000.0000,340282299999999994960115009090224128000.0000,340282299999999994960115009090224128000.0000,340282299999999994960115009090224128000.0000,340282299999999994960115009090224128000.0000,340282299999999994960115009090224128000.0000
340282299999999994960115009090224128000.0000,340282299999999994960115009090224128000.0000,340282299999999994960115009090224128000.0000,340282299999999994960115009090224128000.0000,340282299999999994960115009090224128000.0000,340282299999999994960115009090224128000.0000,340282299999999994960115009090224128000.0000,340282299999999994960115009090224128000.0000,340282299999999994960115009090224128000.0000,340282299999999994960115009090224128000.0000,340282299999999994960115009090224128000.0000
340282299999999994960115009090224128000.0000,340282299999999994960115009090224128000.0000,340282299999999994960115009090224128000.0000,340282299999999994960115009090224128000.0000,340282299999999994960115009090224128000.0000,340282299999999994960115009090224128000.0000,340282299999999994960115009090224128000.0000,340282299999999994960115009090224128000.0000,340282299999999994960115009090224128000.0000,340282299999999994960115009090224128000.0000,340282299999999994960115009090224128000.0000
340282299999999994960115009090224128000.0000,340282299999999994960115009090224128000.0000,340282299999999994960115009090224128000.0000,340282299999999994960115009090224128000.0000,340282299999999994960115009090224128000.0000,340282299999999994960115009090224128000.0000,340282299999999994960115009090224128000.0000,-57.2265,-55.7743,-65.1293,-61.8036
-64.0540,-57.1390,-63.9055,-64.8296,-66.7877,-61.1436,-61.6660,-54.3243,-59.1641,-61.4116,-62.5373
-52.5151,-63.0113,-59.6293,-65.2748,-64.3665,-67.6112,-64.6680,-60.1144,-57.1081,-68.6623,-57.1191
-61.2270,-53.6638,-62.6678,-64.5284,-63.0081,-57.9251,-60.7938,-55.3259,-60.8518,-54.6715,-62.9524
-58.0150,-62.1097,-57.5948,-55.8069,-67.2482,-61.8915,-66.6312,-61.5114,-53.0314,-56.1957,-64.6663
-65.5825,-59.0467,-52.5080,-66.7927,-63.6080,-54.8046,-62.0340,-62.0406,-74.2619,-59.8304,-53.4006
-57.5314,-59.8157,-58.5900,-53.5497,-55.8159,-63.0203,-53.9071,-55.8418,-58.6127,-58.8894,-59.2831
