-5.532801077167695780e+01,nan,nan,nan,nan,nan,-5.606626517669201348e+01,nan,-5.962013588345037363e+01,-6.198586283353391480e+01,nan,nan,-5.809726720512318821e+01,-5.469720709029574834e+01,nan,nan,nan,nan,nan,-5.695624663826822598e+01,nan
nan,nan,nan,-5.606626517669201348e+01,nan,nan,-4.777132737550130059e+01,nan,nan,nan,-5.809726720512318821e+01,nan,-6.198586283353391480e+01,nan,nan,nan,-6.198586283353391480e+01,nan,-5.606626517669201348e+01,nan,nan
nan,nan,nan,-5.532801077167695780e+01,-5.028864212657013866e+01,-3.919174864717186324e+01,-3.697244492794625614e+01,-4.206544661991237888e+01,nan,nan,nan,nan,nan,nan,-6.198586283353391480e+01,nan,-5.962013588345037363e+01,nan,nan,nan,nan
-6.757894697720649901e+01,-5.809726720512318821e+01,nan,nan,-5.028864212657013866e+01,-3.927520863620779323e+01,-3.511785474583180644e+01,-4.175593221510879971e+01,-4.988270900213366588e+01,nan,nan,nan,nan,nan,nan,nan,-6.757894697720649901e+01,nan,nan,nan,nan
nan,nan,nan,-5.962013588345037363e+01,nan,-5.150887524894594094e+01,-4.358653674370705744e+01,-5.123583507197800202e+01,nan,nan,nan,-5.695624663826822598e+01,nan,nan,nan,nan,nan,nan,nan,nan,-6.198586283353391480e+01
-5.180020692251295600e+01,nan,nan,nan,nan,-5.532801077167695780e+01,nan,nan,nan,nan,nan,nan,nan,nan,-6.757894697720649901e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,-5.809726720512318821e+01,nan,nan,nan,nan,nan,nan,nan,nan,-5.150887524894594094e+01,nan,nan,nan
-6.757894697720649901e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-6.198586283353391480e+01,nan,nan,-5.695624663826822598e+01,nan,nan,-5.365783073216482535e+01,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-5.365783073216482535e+01,-6.757894697720649901e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
-5.532801077167695780e+01,-5.365783073216482535e+01,nan,nan,nan,-5.606626517669201348e+01,nan,nan,nan,nan,-5.809726720512318821e+01,nan,nan,-5.695624663826822598e+01,nan,nan,nan,nan,nan,-5.073646686031148079e+01,nan
nan,nan,nan,-6.198586283353391480e+01,nan,-4.449507156169477184e+01,-4.079527802663753278e+01,-4.789215750981018971e+01,nan,-6.757894697720649901e+01,-5.469720709029574834e+01,nan,nan,nan,nan,nan,-5.606626517669201348e+01,-5.180020692251295600e+01,-4.422268954473462088e+01,-4.315349902699850304e+01,-5.532801077167695780e+01
nan,nan,nan,-5.469720709029574834e+01,-4.988270900213366588e+01,-4.396717500558483493e+01,-4.008964434027691937e+01,-4.466654179367920108e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,-6.757894697720649901e+01,-4.336427997387589528e+01,-4.124888651109984039e+01,-4.988270900213366588e+01
nan,nan,nan,nan,nan,-5.211763844002162216e+01,-4.841441623743416756e+01,-5.180020692251295600e+01,-6.757894697720649901e+01,nan,nan,-5.469720709029574834e+01,nan,nan,nan,nan,nan,-5.962013588345037363e+01,-5.365783073216482535e+01,-5.123583507197800202e+01,nan
nan,nan,-6.757894697720649901e+01,-5.365783073216482535e+01,nan,nan,-5.695624663826822598e+01,nan,-5.809726720512318821e+01,nan,nan,nan,-6.757894697720649901e+01,nan,-5.962013588345037363e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,-5.532801077167695780e+01,nan,-5.962013588345037363e+01,-6.198586283353391480e+01,nan,nan,nan,nan,nan,nan,-6.198586283353391480e+01,nan
nan,nan,nan,nan,nan,nan,nan,-5.695624663826822598e+01,nan,nan,-5.606626517669201348e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-5.414648505343762963e+01,nan,nan,nan,nan,nan,nan,nan,nan,-6.757894697720649901e+01,nan,-5.695624663826822598e+01,nan,-6.757894697720649901e+01,-5.809726720512318821e+01,-5.532801077167695780e+01,nan,nan,-5.532801077167695780e+01,nan,-5.414648505343762963e+01
-5.532801077167695780e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-5.606626517669201348e+01,-5.321863966596289686e+01,-5.414648505343762963e+01,-4.721298379002357137e+01,-5.532801077167695780e+01
nan,nan,nan,-5.414648505343762963e+01,nan,-5.532801077167695780e+01,nan,nan,nan,nan,-6.198586283353391480e+01,-5.365783073216482535e+01,nan,nan,nan,nan,nan,-4.900562634635990378e+01,-3.957206992986982641e+01,-3.777739486049624418e+01,-4.742778625088634215e+01
nan,-5.281981223594112862e+01,nan,nan,nan,-5.962013588345037363e+01,nan,-5.365783073216482535e+01,nan,nan,nan,nan,nan,nan,-6.757894697720649901e+01,nan,nan,-4.900562634635990378e+01,-3.807427846331719934e+01,-3.607827628047184021e+01,-4.460862955269445251e+01
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-4.933443588363066112e+01,-4.753930753939283704e+01,nan
