-5.286154760496236804e+01,-4.751856312145559968e+01,-4.996930083659178479e+01,-5.468298996512632471e+01,-5.516603674419654624e+01,-5.565209002433670094e+01,-5.363237243433391654e+01,-5.373221470551179380e+01,-5.730019261982768342e+01,-5.507753111557906323e+01,-5.397775055855179005e+01,-5.634782823466137813e+01,-5.660692776549886673e+01,-5.648408874020155679e+01,-5.355235680924856467e+01,-5.406608473434872053e+01,-5.363237243433391654e+01,-5.374140613233912234e+01,-5.444938207148199183e+01,-5.311686072907690459e+01,-5.624836707960380977e+01,-5.471741244953882699e+01,-5.688247090859250932e+01,-5.538880082471075639e+01,-5.504014539869773159e+01,-5.602478404995139272e+01,-5.593237742570289583e+01,-5.395836236910339778e+01,-5.458132985900923018e+01,-5.430034500857409796e+01,-5.458132985900923018e+01,-5.404629906334864131e+01,-5.072650803068925995e+01,-5.089518691788411786e+01,-5.044622062369845139e+01,-4.684846794885272914e+01,-5.488175980041691560e+01,-5.780910871621905756e+01,-5.677014750761672701e+01,-5.384381646278889377e+01,-5.402660312364159267e+01,-5.262752750218393771e+01,-5.368654711818166447e+01,-5.469443383834543226e+01,-5.664267239097372908e+01,-5.528254604577992382e+01,-5.548395494004566331e+01,-5.472894750915958184e+01,-5.575326142571405796e+01,-5.479880875957924502e+01,-5.693974137173893268e+01,-5.320541323041661030e+01,-5.337119470494143059e+01,-5.467157616784183460e+01,-5.633109238616761161e+01,-5.566639958358751983e+01,-5.753616357902222944e+01,-5.562361157939632506e+01,-5.560944208141339118e+01,-5.709626091462541808e+01,-5.302227413580234838e+01
-5.582699744787662155e+01,-5.459250862274768679e+01,-5.486981220695008687e+01,-5.399722569089286139e+01,-5.397775055855179005e+01,-5.398747720815310913e+01,-5.506503341688544140e+01,-5.457017979561081233e+01,-5.466019228881961567e+01,-5.697834560115028069e+01,-5.526944513865466035e+01,-5.623200944349201791e+01,-5.534865002278975510e+01,-5.497854227697020235e+01,-5.540226733934936476e+01,-5.552538241363674842e+01,-5.725863299745432755e+01,-5.483416537914749256e+01,-5.639842625159960221e+01,-5.605602802266658102e+01,-4.695707091844742820e+01,-4.980639753459699648e+01,-4.966375317794629041e+01,-5.376909724967582349e+01,-5.502775467052734371e+01,-5.369564229957119039e+01,-5.494199552073979476e+01,-5.553927985663838740e+01,-5.597833497074141462e+01,-5.633109238616761161e+01,-5.639842625159960221e+01,-5.626478655951220276e+01,-5.686354736158926926e+01,-5.660692776549886673e+01,-5.474051328803491856e+01,-5.383440595606629131e+01,-5.360553642217907111e+01,-5.190147312329068541e+01,-5.558124102603906636e+01,-5.669684707482147701e+01,-5.638149466158124312e+01,-5.569516092920795813e+01,-5.552538241363674842e+01,-5.504014539869773159e+01,-5.565209002433670094e+01,-5.671505652510049345e+01,-5.575326142571405796e+01,-5.336275359959891773e+01,-5.442777532427413689e+01,-5.579735264067194578e+01,-5.526944513865466035e+01,-5.262752750218393771e+01,-5.148262079777269662e+01,-4.963506308312246063e+01,-5.193169556409998222e+01,-5.250815037695174681e+01,-5.331244862810913787e+01,-5.485789739157871736e+01,-5.575326142571405796e+01,-5.650142587859173204e+01,-5.579735264067194578e+01
-5.396804564451046815e+01,-5.470590794642126298e+01,-5.572411401865915082e+01,-5.541577574059645883e+01,-5.544291891321655896e+01,-5.451485487814400699e+01,-5.318917789474190272e+01,-5.556720887407269061e+01,-5.838567589436074456e+01,-5.924230940013183044e+01,-6.079599650062232286e+01,-5.854957981327819994e+01,-5.849425489668547584e+01,-5.755826513962784929e+01,-5.730019261982768342e+01,-5.686354736158926926e+01,-5.976200604561874741e+01,-5.860561861984589882e+01,-5.715644128599035412e+01,-5.605602802266658102e+01,-5.463751366104278873e+01,-5.641542411027954529e+01,-5.719702987428183860e+01,-5.762525280155877283e+01,-5.591716568524645936e+01,-5.476373766108767427e+01,-5.800109315076058181e+01,-5.639842625159960221e+01,-5.573866326960377648e+01,-5.519165892684048913e+01,-5.395836236910339778e+01,-5.658916517442891347e+01,-5.695900059269150972e+01,-5.666065563611155653e+01,-5.579735264067194578e+01,-5.605602802266658102e+01,-5.521743317089507741e+01,-5.349982051425926954e+01,-5.560944208141339118e+01,-5.616718813221525863e+01,-5.420716735466970704e+01,-5.534865002278975510e+01,-5.742731208526423359e+01,-5.843962590984219219e+01,-5.802569915006901624e+01,-5.643248875839864809e+01,-5.846685450801726347e+01,-6.089041212022971195e+01,-5.732112252739571545e+01,-5.846685450801726347e+01,-5.908203485775283070e+01,-5.331244862810913787e+01,-5.446022589044846995e+01,-5.448199509517093020e+01,-5.385324740494945672e+01,-5.430034500857409796e+01,-5.384381646278889377e+01,-5.618330298268007539e+01,-5.524336129203609858e+01,-5.540226733934936476e+01,-5.464883817162390756e+01
-5.302227413580234838e+01,-4.957119506026761258e+01,-5.318108293018298127e+01,-5.467157616784183460e+01,-5.449292075441250915e+01,-5.418672991764202607e+01,-5.690147727230274199e+01,-5.721746731130951957e+01,-5.599376286440012507e+01,-5.688247090859250932e+01,-5.653630917789951127e+01,-5.827974509529447289e+01,-5.800109315076058181e+01,-5.703690308028140521e+01,-5.638149466158124312e+01,-5.678866710763304582e+01,-5.458132985900923018e+01,-5.701729606164789743e+01,-5.412598840539922662e+01,-5.153212928258946590e+01,-5.295266173260365861e+01,-5.250122934405686692e+01,-5.523037788208125676e+01,-5.540226733934936476e+01,-5.447109685293520442e+01,-5.359662780885905420e+01,-5.419693661411598384e+01,-5.366841369927891492e+01,-5.414614132935054158e+01,-5.297574211017106904e+01,-5.570961334630038664e+01,-5.569516092920795813e+01,-5.671505652510049345e+01,-5.690147727230274199e+01,-5.307719883533837901e+01,-5.408596095798560555e+01,-5.538880082471075639e+01,-5.397775055855179005e+01,-5.797662577761323632e+01,-5.611919927709168121e+01,-5.529568659264782582e+01,-5.658916517442891347e+01,-5.643248875839864809e+01,-5.695900059269150972e+01,-5.744886521746471431e+01,-5.678866710763304582e+01,-5.633109238616761161e+01,-5.815086479587503732e+01,-5.491780076613225958e+01,-5.431082257075590292e+01,-5.548395494004566331e+01,-5.425868572125185096e+01,-5.428989266318787088e+01,-5.594764263463389398e+01,-5.648408874020155679e+01,-5.610332011065473523e+01,-5.616718813221525863e+01,-5.572411401865915082e+01,-5.532208757023343537e+01,-5.418672991764202607e+01,-5.426906313931505110e+01
-5.311686072907690459e+01,-5.406608473434872053e+01,-5.497854227697020235e+01,-5.360553642217907111e+01,-5.300670799898821883e+01,-5.166127621120203628e+01,-5.419693661411598384e+01,-5.352600922125969873e+01,-5.553927985663838740e+01,-5.548395494004566331e+01,-5.534865002278975510e+01,-5.085239891485473152e+01,-4.591868438852229417e+01,-5.202984544205791906e+01,-5.166697936023609827e+01,-5.303789626606987895e+01,-5.466019228881961567e+01,-5.479880875957924502e+01,-5.660692776549886673e+01,-5.657147493631643442e+01,-5.628126835262186489e+01,-5.658916517442891347e+01,-5.666065563611155653e+01,-5.532208757023343537e+01,-5.797662577761323632e+01,-5.604037813322861439e+01,-5.563782745882375025e+01,-5.536199242181425006e+01,-5.505257157966380532e+01,-5.295266173260365861e+01,-5.170135643189874486e+01,-5.281669749123680901e+01,-5.080066855914184032e+01,-4.951172566287526422e+01,-5.294499545085798786e+01,-5.310889932045186868e+01,-5.440627554165844515e+01,-5.430034500857409796e+01,-5.223956762485458682e+01,-5.199277881075695973e+01,-5.351726209358449182e+01,-5.188344009860804817e+01,-5.470590794642126298e+01,-5.440627554165844515e+01,-5.446022589044846995e+01,-5.126396120531572365e+01,-4.847232084113289829e+01,-5.281669749123680901e+01,-5.199277881075695973e+01,-5.382501579641203193e+01,-5.258501870656627375e+01,-5.501539919342920371e+01,-5.570961334630038664e+01,-5.833238752687324791e+01,-5.541577574059645883e+01,-5.540226733934936476e+01,-5.644962072289769139e+01,-5.644962072289769139e+01,-5.611919927709168121e+01,-5.619947785138171525e+01,-5.578260577631755268e+01
-5.599376286440012507e+01,-5.753616357902222944e+01,-5.755826513962784929e+01,-5.639842625159960221e+01,-5.711622852357191960e+01,-5.485789739157871736e+01,-5.263465293002249723e+01,-2.891339640396594035e+01,-4.779738679560426817e+01,-5.158780885685081330e+01,-5.114595301249892145e+01,-5.300670799898821883e+01,-5.206723115893925069e+01,-5.265609962694770729e+01,-5.292970336648723162e+01,-5.148262079777269662e+01,-5.338812629495978967e+01,-5.205473346024562886e+01,-5.584189608137593552e+01,-5.449292075441250915e+01,-5.377836715099323328e+01,-5.326271968073069729e+01,-5.039908407704220394e+01,-5.385324740494945672e+01,-5.238522890580561864e+01,-3.146395457203698953e+01,-4.982876469515190365e+01,-5.506503341688544140e+01,-5.629781293370194817e+01,-5.740586565410364983e+01,-6.089041212022971195e+01,-5.898863492738122716e+01,-5.623200944349201791e+01,-5.717668816336093585e+01,-5.594764263463389398e+01,-5.790404001188767324e+01,-5.717668816336093585e+01,-5.651883250473765941e+01,-5.792810072277207212e+01,-5.262752750218393771e+01,-5.245993317988472882e+01,-5.373221470551179380e+01,-4.856072994572960511e+01,-5.191353687330570210e+01,-5.359662780885905420e+01,-5.547023313652454135e+01,-5.563782745882375025e+01,-5.408596095798560555e+01,-5.269931338966057410e+01,-5.386269887149454405e+01,-5.449292075441250915e+01,-5.505257157966380532e+01,-5.499079319412076927e+01,-5.390071178092810555e+01,-5.330412082632862791e+01,-5.247365498340585077e+01,-5.382501579641203193e+01,-5.264179006769688840e+01,-5.454796518298803676e+01,-5.307719883533837901e+01,-5.599376286440012507e+01
-5.633109238616761161e+01,-5.634782823466137813e+01,-5.633109238616761161e+01,-5.599376286440012507e+01,-5.599376286440012507e+01,-5.551152930069667946e+01,-5.440627554165844515e+01,-5.218135897020067659e+01,-4.305514553060866945e+01,-5.011853031752650622e+01,-5.126396120531572365e+01,-4.509634548188302006e+01,-5.101139310740039434e+01,-5.245308850203628026e+01,-5.458132985900923018e+01,-5.262752750218393771e+01,-5.300670799898821883e+01,-5.547023313652454135e+01,-5.312483675922159421e+01,-5.337965224867841130e+01,-5.367747094451144108e+01,-5.502775467052734371e+01,-5.411594690425586407e+01,-5.159903094920400690e+01,-5.305357440448349848e+01,-5.168413388170561973e+01,-4.829284600241972214e+01,-5.161591864643548888e+01,-5.458132985900923018e+01,-5.490575374811743359e+01,-5.575326142571405796e+01,-5.738452434597057561e+01,-5.648408874020155679e+01,-5.646682053697807646e+01,-5.569516092920795813e+01,-5.644962072289769139e+01,-5.738452434597057561e+01,-5.639842625159960221e+01,-5.615113285622771855e+01,-5.666065563611155653e+01,-5.526944513865466035e+01,-5.611919927709168121e+01,-5.001587444662524717e+01,-5.133739443295560534e+01,-5.213026488259541225e+01,-5.418672991764202607e+01,-5.303789626606987895e+01,-5.436359293370072976e+01,-5.558124102603906636e+01,-4.990036371489077283e+01,-5.579735264067194578e+01,-5.200509923678939117e+01,-5.402660312364159267e+01,-5.308510229006100190e+01,-5.411594690425586407e+01,-5.377836715099323328e+01,-5.249431932315823701e+01,-5.066717098787162854e+01,-5.497854227697020235e+01,-5.092876039307788005e+01,-5.095774568787065562e+01
-5.287660116399524668e+01,-5.466019228881961567e+01,-5.254990980673262868e+01,-5.241902599656256712e+01,-5.308510229006100190e+01,-5.314885311831460513e+01,-5.328751297706213563e+01,-5.225914518201484782e+01,-5.392944141509912015e+01,-3.510578329369990058e+01,-3.830545990220460340e+01,-5.045484614269348356e+01,-4.821740506706498763e+01,-3.419040158585899292e+01,-5.274296146907424543e+01,-5.528254604577992382e+01,-5.588690112063505921e+01,-5.613513671586140674e+01,-5.517882894006511663e+01,-5.610332011065473523e+01,-5.475210995021998883e+01,-5.569516092920795813e+01,-5.540226733934936476e+01,-5.651883250473765941e+01,-5.537537593772093203e+01,-5.536199242181425006e+01,-5.326271968073069729e+01,-5.097717725151329660e+01,-4.987762571818070967e+01,-4.838835728774998302e+01,-5.009462412583613400e+01,-4.836428202118486297e+01,-5.457017979561081233e+01,-5.250122934405686692e+01,-5.282414041920014824e+01,-5.199893465482387001e+01,-5.310095247983670674e+01,-5.287660116399524668e+01,-5.451485487814400699e+01,-5.226569069556241232e+01,-5.453690034314513468e+01,-5.346514609933329609e+01,-5.224608367619703131e+01,-4.457909772109027813e+01,-5.417654715249695130e+01,-4.978044728089878390e+01,-5.306143494447320563e+01,-5.433185383426460646e+01,-5.534865002278975510e+01,-5.644962072289769139e+01,-5.556720887407269061e+01,-5.624836707960380977e+01,-5.658916517442891347e+01,-5.616718813221525863e+01,-5.602478404995139272e+01,-5.686354736158926926e+01,-5.600924575961259677e+01,-5.536199242181425006e+01,-5.534865002278975510e+01,-5.393906034971769259e+01,-5.416638820672112331e+01
-3.651377727570699960e+01,-3.378505402960232118e+01,-5.262041374581970388e+01,-5.043761220188821426e+01,-3.002094979622202686e+01,-4.326684216181111253e+01,-5.277967299256795286e+01,-5.510263492715226619e+01,-5.639842625159960221e+01,-5.711622852357191960e+01,-5.715644128599035412e+01,-6.262752767877849180e+01,-5.709626091462541808e+01,-5.611919927709168121e+01,-5.576790881687422541e+01,-5.600924575961259677e+01,-5.633109238616761161e+01,-5.753616357902222944e+01,-5.268486097256814560e+01,-4.991177751242327076e+01,-4.720519321021573944e+01,-4.890928138141039483e+01,-5.491780076613225958e+01,-5.167840817570106537e+01,-4.667509586073526862e+01,-5.305357440448349848e+01,-5.400699610500808490e+01,-5.257094106939925382e+01,-5.290686572860664683e+01,-5.357001109147162765e+01,-4.982876469515190365e+01,-5.288414755588456728e+01,-5.225914518201484782e+01,-4.561793830170448416e+01,-4.802569915006903045e+01,-4.989656577196683429e+01,-5.285404034738689916e+01,-4.763651850375529762e+01,-5.397775055855179005e+01,-5.325448660287241864e+01,-5.485789739157871736e+01,-5.427946541350792131e+01,-5.454796518298803676e+01,-5.387217095195269678e+01,-5.166127621120203628e+01,-5.155987983897099980e+01,-5.509006488273783475e+01,-5.343074633628367565e+01,-5.277230581967774015e+01,-5.273565625733360207e+01,-5.411594690425586407e+01,-5.382501579641203193e+01,-5.079132888428284787e+01,-5.265609962694770729e+01,-5.275760886023441287e+01,-5.213026488259541225e+01,-5.177093785206358234e+01,-5.309302015401492270e+01,-5.091433996852748578e+01,-5.358773743223294161e+01,-5.241224577364526738e+01
-5.245308850203628026e+01,-5.283159612473612299e+01,-5.290686572860664683e+01,-5.235837906768502137e+01,-5.136392443269095054e+01,-5.246678866228637617e+01,-5.351726209358449182e+01,-5.409593328680487900e+01,-5.499079319412076927e+01,-5.449292075441250915e+01,-5.397775055855179005e+01,-5.293734267799408144e+01,-5.499079319412076927e+01,-5.367747094451144108e+01,-5.267765275959035876e+01,-5.322988060356395579e+01,-5.254292195768584861e+01,-5.233169420667016425e+01,-5.245993317988472882e+01,-5.331244862810913787e+01,-5.436359293370072976e+01,-5.077735692436237969e+01,-5.342218880175883555e+01,-5.069902092914709613e+01,-5.384381646278889377e+01,-5.315688817557544610e+01,-5.422770142302120178e+01,-5.182386542250768002e+01,-5.090954378118377122e+01,-5.446022589044846995e+01,-5.340512415363973275e+01,-5.090475288472914883e+01,-5.385324740494945672e+01,-5.375061705320570127e+01,-5.353477400209101233e+01,-5.352600922125969873e+01,-5.188944279092689271e+01,-5.432132547170111536e+01,-5.154320823577181443e+01,-5.110564694761605153e+01,-5.211758473538260716e+01,-5.257797418391012911e+01,-5.453690034314513468e+01,-5.258501870656627375e+01,-5.278705268403213324e+01,-5.324626910323061679e+01,-5.360553642217907111e+01,-5.171864755251976931e+01,-5.004327444784368595e+01,-5.318108293018298127e+01,-5.337119470494143059e+01,-5.196212979680920796e+01,-5.254292195768584861e+01,-5.188344009860804817e+01,-5.391026722414302697e+01,-5.316493812637901328e+01,-5.316493812637901328e+01,-5.209863366243418170e+01,-5.261331162275651252e+01,-5.272836331296396395e+01,-5.082880870389460881e+01
