-5.398532039200360089e+01,nan,-4.974944350163119111e+01,-5.109532977702812673e+01,nan,-6.646745126270576520e+01,nan,-4.903842222121318173e+01,-4.698614893958213656e+01,-4.789215750981018971e+01,nan,-5.931279312446747554e+01,nan,nan,-5.306235653943717523e+01,nan,-5.675706677359110586e+01,nan,nan,-5.398532039200360089e+01,-5.398532039200360089e+01
-5.306235653943717523e+01,-5.015234402307089567e+01,-5.931279312446747554e+01,nan,-5.514856983330273010e+01,nan,-4.815058409603608425e+01,-4.033516545598116920e+01,-3.637980157444225426e+01,-4.070402694830019641e+01,-5.060010684482683985e+01,nan,nan,-5.931279312446747554e+01,-5.306235653943717523e+01,-5.165903807898097000e+01,nan,nan,nan,nan,nan
-5.675706677359110586e+01,nan,nan,nan,nan,-5.398532039200360089e+01,-4.316199851238833674e+01,-3.359058785034649475e+01,-3.083673438570477998e+01,-3.412758241495151879e+01,-4.333489664945790310e+01,-5.398532039200360089e+01,nan,nan,nan,-5.675706677359110586e+01,-5.675706677359110586e+01,nan,-6.646745126270576520e+01,-5.931279312446747554e+01,nan
-5.060010684482683985e+01,nan,-5.109532977702812673e+01,nan,-5.931279312446747554e+01,-5.514856983330273010e+01,-4.260562555071605573e+01,-3.433355151983488440e+01,-3.108170833306311920e+01,-3.600524427493041912e+01,-4.454787609285423855e+01,-5.060010684482683985e+01,nan,-5.931279312446747554e+01,-5.165903807898097000e+01,-5.230157615477408228e+01,nan,nan,-5.514856983330273010e+01,nan,-5.514856983330273010e+01
nan,nan,nan,-5.514856983330273010e+01,-6.646745126270576520e+01,-5.931279312446747554e+01,nan,-4.466561649405603873e+01,-4.224769988173000002e+01,-4.517343611455514463e+01,-4.842759656475124075e+01,-5.675706677359110586e+01,nan,nan,nan,nan,nan,-6.646745126270576520e+01,nan,-6.646745126270576520e+01,nan
-5.675706677359110586e+01,-6.646745126270576520e+01,-5.675706677359110586e+01,nan,nan,-4.974944350163119111e+01,nan,-6.646745126270576520e+01,-6.646745126270576520e+01,nan,nan,-5.675706677359110586e+01,nan,-5.165903807898097000e+01,nan,-5.109532977702812673e+01,-5.398532039200360089e+01,-5.398532039200360089e+01,-5.060010684482683985e+01,nan,-5.398532039200360089e+01
nan,-6.646745126270576520e+01,-5.675706677359110586e+01,nan,-5.230157615477408228e+01,-5.931279312446747554e+01,nan,nan,nan,-5.675706677359110586e+01,nan,-5.931279312446747554e+01,nan,nan,nan,-5.165903807898097000e+01,-5.931279312446747554e+01,nan,-6.646745126270576520e+01,nan,nan
nan,nan,-5.306235653943717523e+01,nan,nan,nan,nan,-6.646745126270576520e+01,nan,-4.974944350163119111e+01,nan,nan,-5.398532039200360089e+01,nan,nan,nan,-6.646745126270576520e+01,nan,nan,-5.514856983330273010e+01,-5.398532039200360089e+01
-5.931279312446747554e+01,nan,nan,nan,nan,-6.646745126270576520e+01,nan,-5.230157615477408228e+01,-4.974944350163119111e+01,nan,nan,nan,-5.931279312446747554e+01,nan,nan,nan,-5.675706677359110586e+01,nan,-6.646745126270576520e+01,nan,nan
-6.646745126270576520e+01,nan,-6.646745126270576520e+01,nan,nan,nan,nan,-4.275736612707110851e+01,-4.090091257749321585e+01,-4.283496852422599943e+01,-5.675706677359110586e+01,nan,nan,nan,nan,-6.646745126270576520e+01,nan,nan,-5.675706677359110586e+01,-4.719472582722150378e+01,-4.007740352574016640e+01
