% X-coord, Y-coord, Polarization, wavelength, type, deviceID, params 
2120, -451, TE, 1550, device, ring, r26.7, w0.5, g0.162, b50
2970, -451, TE, 1550, device, ring, r49.1, w0.5, g0.133, b50
2120, 228, TE, 1550, device, ring, r38.1, w0.5, g0.153, b50
3310, 58, TE, 1550, device, ring, r18.5, w0.5, g0.143, b50
4500, 738, TE, 1550, device, ring, r20.0, w0.5, g0.132, b50
3990, -451, TE, 1550, device, ring, r29.5, w0.5, g0.113, b50
4670, 398, TE, 1550, device, ring, r10.6, w0.5, g0.146, b50
3650, 568, TE, 1550, device, ring, r40.1, w0.5, g0.174, b50
3650, -111, TE, 1550, device, ring, r12.2, w0.5, g0.156, b50
4330, -281, TE, 1550, device, ring, r40.5, w0.5, g0.177, b50
4330, 398, TE, 1550, device, ring, r6.6, w0.5, g0.125, b50
3990, 228, TE, 1550, device, ring, r7.1, w0.5, g0.141, b50
4330, 228, TE, 1550, device, ring, r8.4, w0.5, g0.151, b50
4500, 58, TE, 1550, device, ring, r45.5, w0.5, g0.176, b50
4840, -111, TE, 1550, device, ring, r19.3, w0.5, g0.104, b50
4330, 58, TE, 1550, device, ring, r7.7, w0.5, g0.152, b50
4160, 568, TE, 1550, device, ring, r21.2, w0.5, g0.104, b50
4330, -451, TE, 1550, device, ring, r6.5, w0.5, g0.133, b50
3820, 58, TE, 1550, device, ring, r30.4, w0.5, g0.125, b50
4670, 568, TE, 1550, device, ring, r48.5, w0.5, g0.174, b50
3990, -791, TE, 1550, device, ring, r31.4, w0.5, g0.102, b50
5180, -281, TE, 1550, device, ring, r16.2, w0.5, g0.111, b50
4330, 568, TE, 1550, device, ring, r48.4, w0.5, g0.168, b50
4840, 398, TE, 1550, device, ring, r19.6, w0.5, g0.104, b50
4160, 738, TE, 1550, device, ring, r22.1, w0.5, g0.143, b50
4840, -281, TE, 1550, device, ring, r9.0, w0.5, g0.111, b50
4500, -281, TE, 1550, device, ring, r15.0, w0.5, g0.153, b50
3820, 568, TE, 1550, device, ring, r41.0, w0.5, g0.13, b50
4330, -621, TE, 1550, device, ring, r12.1, w0.5, g0.14, b50
4500, -111, TE, 1550, device, ring, r20.6, w0.5, g0.179, b50
5010, -621, TE, 1550, device, ring, r23.2, w0.5, g0.131, b50
4160, -621, TE, 1550, device, ring, r11.3, w0.5, g0.144, b50
3650, -281, TE, 1550, device, ring, r17.6, w0.5, g0.12, b50
4500, -451, TE, 1550, device, ring, r36.3, w0.5, g0.121, b50
5010, -281, TE, 1550, device, ring, r45.9, w0.5, g0.15, b50
3650, -791, TE, 1550, device, ring, r13.8, w0.5, g0.162, b50
5180, 738, TE, 1550, device, ring, r19.0, w0.5, g0.141, b50
4500, -791, TE, 1550, device, ring, r16.6, w0.5, g0.107, b50
3820, 228, TE, 1550, device, ring, r6.9, w0.5, g0.148, b50
3820, -621, TE, 1550, device, ring, r22.2, w0.5, g0.163, b50
4330, -111, TE, 1550, device, ring, r12.8, w0.5, g0.139, b50
3990, 568, TE, 1550, device, ring, r49.1, w0.5, g0.12, b50
3990, 58, TE, 1550, device, ring, r13.9, w0.5, g0.112, b50
3820, -791, TE, 1550, device, ring, r30.1, w0.5, g0.167, b50
4500, 398, TE, 1550, device, ring, r22.1, w0.5, g0.129, b50
5180, -451, TE, 1550, device, ring, r10.6, w0.5, g0.151, b50
5010, -111, TE, 1550, device, ring, r36.6, w0.5, g0.138, b50
5010, -791, TE, 1550, device, ring, r46.2, w0.5, g0.107, b50
4500, 568, TE, 1550, device, ring, r24.9, w0.5, g0.14, b50
5010, -451, TE, 1550, device, ring, r7.4, w0.5, g0.175, b50
4670, -621, TE, 1550, device, ring, r29.8, w0.5, g0.113, b50
4840, -621, TE, 1550, device, ring, r38.0, w0.5, g0.13, b50
4670, -791, TE, 1550, device, ring, r6.0, w0.5, g0.169, b50
4670, -281, TE, 1550, device, ring, r46.5, w0.5, g0.114, b50
4160, -791, TE, 1550, device, ring, r44.6, w0.5, g0.113, b50
4840, 58, TE, 1550, device, ring, r21.7, w0.5, g0.154, b50
5180, -791, TE, 1550, device, ring, r23.1, w0.5, g0.104, b50
5180, -621, TE, 1550, device, ring, r40.0, w0.5, g0.158, b50
4670, 58, TE, 1550, device, ring, r10.7, w0.5, g0.111, b50
4840, 228, TE, 1550, device, ring, r41.8, w0.5, g0.144, b50
4160, -281, TE, 1550, device, ring, r30.2, w0.5, g0.116, b50
3990, -111, TE, 1550, device, ring, r24.4, w0.5, g0.133, b50
5010, 58, TE, 1550, device, ring, r29.1, w0.5, g0.106, b50
4500, -621, TE, 1550, device, ring, r31.6, w0.5, g0.166, b50
3990, 738, TE, 1550, device, ring, r34.9, w0.5, g0.166, b50
3650, -621, TE, 1550, device, ring, r34.8, w0.5, g0.136, b50
5010, 228, TE, 1550, device, ring, r18.9, w0.5, g0.177, b50
5010, 398, TE, 1550, device, ring, r7.9, w0.5, g0.153, b50
3820, -111, TE, 1550, device, ring, r10.0, w0.5, g0.143, b50
3820, -451, TE, 1550, device, ring, r20.1, w0.5, g0.1, b50
4330, 738, TE, 1550, device, ring, r23.5, w0.5, g0.144, b50
5180, 568, TE, 1550, device, ring, r47.2, w0.5, g0.159, b50
4670, -111, TE, 1550, device, ring, r7.3, w0.5, g0.114, b50
3650, -451, TE, 1550, device, ring, r15.1, w0.5, g0.145, b50
3650, 58, TE, 1550, device, ring, r35.0, w0.5, g0.106, b50
4160, 398, TE, 1550, device, ring, r9.0, w0.5, g0.123, b50
4670, 228, TE, 1550, device, ring, r27.1, w0.5, g0.165, b50
4160, 58, TE, 1550, device, ring, r40.5, w0.5, g0.132, b50
5010, 738, TE, 1550, device, ring, r15.2, w0.5, g0.107, b50
3650, 398, TE, 1550, device, ring, r11.2, w0.5, g0.145, b50
5180, 228, TE, 1550, device, ring, r28.3, w0.5, g0.168, b50
4840, 738, TE, 1550, device, ring, r7.7, w0.5, g0.133, b50
5010, 568, TE, 1550, device, ring, r32.1, w0.5, g0.156, b50
3650, 738, TE, 1550, device, ring, r29.4, w0.5, g0.176, b50
4330, -791, TE, 1550, device, ring, r12.6, w0.5, g0.141, b50
4670, -451, TE, 1550, device, ring, r28.0, w0.5, g0.13, b50
4840, 568, TE, 1550, device, ring, r19.0, w0.5, g0.104, b50
3820, 398, TE, 1550, device, ring, r45.4, w0.5, g0.172, b50
5180, 58, TE, 1550, device, ring, r46.3, w0.5, g0.102, b50
3990, -281, TE, 1550, device, ring, r36.2, w0.5, g0.161, b50
4670, 738, TE, 1550, device, ring, r6.5, w0.5, g0.164, b50
3820, -281, TE, 1550, device, ring, r15.7, w0.5, g0.169, b50
4160, -111, TE, 1550, device, ring, r6.1, w0.5, g0.137, b50
4500, 228, TE, 1550, device, ring, r19.9, w0.5, g0.144, b50
4840, -791, TE, 1550, device, ring, r24.4, w0.5, g0.177, b50
3820, 738, TE, 1550, device, ring, r40.1, w0.5, g0.175, b50
5180, 398, TE, 1550, device, ring, r8.0, w0.5, g0.156, b50
3650, 228, TE, 1550, device, ring, r34.3, w0.5, g0.1, b50
3990, 398, TE, 1550, device, ring, r16.8, w0.5, g0.134, b50
4160, -451, TE, 1550, device, ring, r33.7, w0.5, g0.156, b50
5180, -111, TE, 1550, device, ring, r46.7, w0.5, g0.143, b50
3990, -621, TE, 1550, device, ring, r34.8, w0.5, g0.163, b50
4840, -451, TE, 1550, device, ring, r25.3, w0.5, g0.161, b50
4160, 228, TE, 1550, device, ring, r32.0, w0.5, g0.143, b50
1100, 2268, TE, 1550, device, ring, r41.7, w0.5, g0.14, b50
1440, 2608, TE, 1550, device, ring, r42.6, w0.5, g0.137, b50
1440, 1758, TE, 1550, device, ring, r42.2, w0.5, g0.177, b50
1100, 1928, TE, 1550, device, ring, r27.6, w0.5, g0.148, b50
1440, 2438, TE, 1550, device, ring, r21.3, w0.5, g0.172, b50
1100, 2438, TE, 1550, device, ring, r32.7, w0.5, g0.159, b50
1780, 2268, TE, 1550, device, ring, r20.3, w0.5, g0.124, b50
1780, 2098, TE, 1550, device, ring, r11.3, w0.5, g0.176, b50
1270, 2268, TE, 1550, device, ring, r11.7, w0.5, g0.127, b50
1610, 1928, TE, 1550, device, ring, r18.0, w0.5, g0.15, b50
1100, 2608, TE, 1550, device, ring, r19.3, w0.5, g0.156, b50
1780, 2438, TE, 1550, device, ring, r9.2, w0.5, g0.145, b50
1440, 1928, TE, 1550, device, ring, r21.0, w0.5, g0.14, b50
1440, 2098, TE, 1550, device, ring, r32.5, w0.5, g0.176, b50
1610, 2608, TE, 1550, device, ring, r29.4, w0.5, g0.103, b50
1270, 2438, TE, 1550, device, ring, r15.6, w0.5, g0.141, b50
1440, 2268, TE, 1550, device, ring, r28.8, w0.5, g0.114, b50
1780, 1758, TE, 1550, device, ring, r46.5, w0.5, g0.105, b50
1610, 2268, TE, 1550, device, ring, r5.8, w0.5, g0.17, b50
1270, 2098, TE, 1550, device, ring, r7.2, w0.5, g0.171, b50
1780, 1928, TE, 1550, device, ring, r39.2, w0.5, g0.13, b50
1610, 2438, TE, 1550, device, ring, r30.8, w0.5, g0.12, b50
1270, 1758, TE, 1550, device, ring, r32.5, w0.5, g0.104, b50
1780, 2608, TE, 1550, device, ring, r33.6, w0.5, g0.14, b50
1610, 2098, TE, 1550, device, ring, r13.2, w0.5, g0.179, b50
1270, 1928, TE, 1550, device, ring, r19.1, w0.5, g0.142, b50
1270, 2608, TE, 1550, device, ring, r41.8, w0.5, g0.142, b50
1100, 2098, TE, 1550, device, ring, r39.5, w0.5, g0.113, b50
1610, 1758, TE, 1550, device, ring, r17.8, w0.5, g0.156, b50
1100, 1758, TE, 1550, device, ring, r48.6, w0.5, g0.115, b50
590, 2268, TE, 1550, device, ring, r24.8, w0.5, g0.167, b50
250, 1758, TE, 1550, device, ring, r25.4, w0.5, g0.11, b50
250, 2098, TE, 1550, device, ring, r32.9, w0.5, g0.153, b50
930, 1758, TE, 1550, device, ring, r31.3, w0.5, g0.106, b50
420, 2438, TE, 1550, device, ring, r9.5, w0.5, g0.137, b50
760, 2608, TE, 1550, device, ring, r42.3, w0.5, g0.173, b50
760, 2438, TE, 1550, device, ring, r12.2, w0.5, g0.16, b50
760, 2268, TE, 1550, device, ring, r6.4, w0.5, g0.156, b50
420, 2608, TE, 1550, device, ring, r22.3, w0.5, g0.167, b50
590, 2098, TE, 1550, device, ring, r16.5, w0.5, g0.122, b50
420, 1758, TE, 1550, device, ring, r23.6, w0.5, g0.158, b50
930, 2608, TE, 1550, device, ring, r41.4, w0.5, g0.125, b50
760, 1928, TE, 1550, device, ring, r33.6, w0.5, g0.173, b50
250, 2438, TE, 1550, device, ring, r19.3, w0.5, g0.111, b50
760, 2098, TE, 1550, device, ring, r5.5, w0.5, g0.121, b50
590, 2438, TE, 1550, device, ring, r43.7, w0.5, g0.131, b50
930, 2098, TE, 1550, device, ring, r37.1, w0.5, g0.13, b50
420, 2268, TE, 1550, device, ring, r24.4, w0.5, g0.12, b50
930, 2268, TE, 1550, device, ring, r33.1, w0.5, g0.15, b50
760, 1758, TE, 1550, device, ring, r28.8, w0.5, g0.149, b50
250, 2608, TE, 1550, device, ring, r28.9, w0.5, g0.104, b50
420, 2098, TE, 1550, device, ring, r37.4, w0.5, g0.146, b50
250, 2268, TE, 1550, device, ring, r11.0, w0.5, g0.13, b50
250, 1928, TE, 1550, device, ring, r39.8, w0.5, g0.172, b50
590, 1758, TE, 1550, device, ring, r43.9, w0.5, g0.138, b50
420, 1928, TE, 1550, device, ring, r14.3, w0.5, g0.163, b50
590, 1928, TE, 1550, device, ring, r39.5, w0.5, g0.173, b50
930, 2438, TE, 1550, device, ring, r8.9, w0.5, g0.149, b50
930, 1928, TE, 1550, device, ring, r14.1, w0.5, g0.178, b50
590, 2608, TE, 1550, device, ring, r46.8, w0.5, g0.132, b50
590, 1078, TE, 1550, device, ring, r29.6, w0.5, g0.16, b50
420, 1418, TE, 1550, device, ring, r25.1, w0.5, g0.152, b50
930, 1588, TE, 1550, device, ring, r40.6, w0.5, g0.11, b50
760, 1248, TE, 1550, device, ring, r12.4, w0.5, g0.14, b50
760, 1588, TE, 1550, device, ring, r13.3, w0.5, g0.153, b50
760, 1418, TE, 1550, device, ring, r40.4, w0.5, g0.14, b50
250, 1418, TE, 1550, device, ring, r35.1, w0.5, g0.151, b50
760, 908, TE, 1550, device, ring, r48.4, w0.5, g0.169, b50
250, 1078, TE, 1550, device, ring, r48.2, w0.5, g0.122, b50
590, 1588, TE, 1550, device, ring, r12.3, w0.5, g0.101, b50
930, 1418, TE, 1550, device, ring, r10.8, w0.5, g0.146, b50
930, 1248, TE, 1550, device, ring, r26.3, w0.5, g0.16, b50
250, 908, TE, 1550, device, ring, r16.2, w0.5, g0.118, b50
590, 1418, TE, 1550, device, ring, r24.8, w0.5, g0.105, b50
250, 1248, TE, 1550, device, ring, r5.5, w0.5, g0.132, b50
420, 1078, TE, 1550, device, ring, r8.7, w0.5, g0.117, b50
250, 1588, TE, 1550, device, ring, r38.7, w0.5, g0.104, b50
930, 1078, TE, 1550, device, ring, r10.6, w0.5, g0.176, b50
420, 1248, TE, 1550, device, ring, r21.4, w0.5, g0.154, b50
590, 908, TE, 1550, device, ring, r43.3, w0.5, g0.166, b50
590, 1248, TE, 1550, device, ring, r38.2, w0.5, g0.177, b50
930, 908, TE, 1550, device, ring, r17.9, w0.5, g0.142, b50
420, 908, TE, 1550, device, ring, r12.2, w0.5, g0.132, b50
760, 1078, TE, 1550, device, ring, r29.2, w0.5, g0.165, b50
420, 1588, TE, 1550, device, ring, r48.7, w0.5, g0.101, b50
1100, 908, TE, 1550, device, ring, r38.6, w0.5, g0.139, b50
1270, 908, TE, 1550, device, ring, r17.6, w0.5, g0.178, b50
1780, 908, TE, 1550, device, ring, r21.6, w0.5, g0.13, b50
1270, 1418, TE, 1550, device, ring, r10.7, w0.5, g0.177, b50
1440, 908, TE, 1550, device, ring, r42.0, w0.5, g0.159, b50
1780, 1078, TE, 1550, device, ring, r29.6, w0.5, g0.142, b50
1780, 1248, TE, 1550, device, ring, r32.9, w0.5, g0.113, b50
1270, 1078, TE, 1550, device, ring, r47.3, w0.5, g0.17, b50
1610, 1078, TE, 1550, device, ring, r46.6, w0.5, g0.139, b50
1440, 1588, TE, 1550, device, ring, r43.3, w0.5, g0.158, b50
1780, 1588, TE, 1550, device, ring, r6.0, w0.5, g0.109, b50
1440, 1418, TE, 1550, device, ring, r24.0, w0.5, g0.169, b50
1100, 1248, TE, 1550, device, ring, r43.6, w0.5, g0.171, b50
1100, 1078, TE, 1550, device, ring, r42.5, w0.5, g0.149, b50
1610, 1418, TE, 1550, device, ring, r9.6, w0.5, g0.1, b50
1780, 1418, TE, 1550, device, ring, r39.0, w0.5, g0.113, b50
1440, 1078, TE, 1550, device, ring, r15.2, w0.5, g0.138, b50
1610, 1588, TE, 1550, device, ring, r12.7, w0.5, g0.139, b50
1610, 908, TE, 1550, device, ring, r20.4, w0.5, g0.175, b50
1270, 1588, TE, 1550, device, ring, r27.9, w0.5, g0.176, b50
1100, 1588, TE, 1550, device, ring, r43.6, w0.5, g0.138, b50
1100, 1418, TE, 1550, device, ring, r43.9, w0.5, g0.123, b50
1610, 1248, TE, 1550, device, ring, r9.3, w0.5, g0.17, b50
1440, 1248, TE, 1550, device, ring, r10.0, w0.5, g0.158, b50
1270, 1248, TE, 1550, device, ring, r44.8, w0.5, g0.108, b50
-429, 2098, TE, 1550, device, ring, r8.7, w0.5, g0.149, b50
-599, 2098, TE, 1550, device, ring, r36.1, w0.5, g0.164, b50
-429, 1758, TE, 1550, device, ring, r41.0, w0.5, g0.126, b50
80, 2268, TE, 1550, device, ring, r19.3, w0.5, g0.179, b50
-259, 1758, TE, 1550, device, ring, r21.6, w0.5, g0.177, b50
-259, 1928, TE, 1550, device, ring, r26.8, w0.5, g0.101, b50
80, 1758, TE, 1550, device, ring, r38.5, w0.5, g0.108, b50
-599, 2268, TE, 1550, device, ring, r22.6, w0.5, g0.107, b50
-259, 2268, TE, 1550, device, ring, r12.8, w0.5, g0.165, b50
-89, 2098, TE, 1550, device, ring, r37.8, w0.5, g0.171, b50
80, 2608, TE, 1550, device, ring, r47.3, w0.5, g0.142, b50
-89, 2608, TE, 1550, device, ring, r12.6, w0.5, g0.179, b50
-89, 2268, TE, 1550, device, ring, r24.9, w0.5, g0.159, b50
-259, 2608, TE, 1550, device, ring, r25.2, w0.5, g0.111, b50
80, 2098, TE, 1550, device, ring, r23.5, w0.5, g0.14, b50
-429, 2268, TE, 1550, device, ring, r48.5, w0.5, g0.156, b50
-89, 2438, TE, 1550, device, ring, r14.6, w0.5, g0.109, b50
-599, 1758, TE, 1550, device, ring, r10.2, w0.5, g0.145, b50
-259, 2438, TE, 1550, device, ring, r18.7, w0.5, g0.105, b50
-89, 1928, TE, 1550, device, ring, r16.8, w0.5, g0.176, b50
-429, 2438, TE, 1550, device, ring, r32.4, w0.5, g0.101, b50
80, 1928, TE, 1550, device, ring, r44.7, w0.5, g0.157, b50
-429, 2608, TE, 1550, device, ring, r32.4, w0.5, g0.172, b50
-599, 2608, TE, 1550, device, ring, r45.3, w0.5, g0.165, b50
-429, 1928, TE, 1550, device, ring, r44.7, w0.5, g0.143, b50
-599, 2438, TE, 1550, device, ring, r9.6, w0.5, g0.134, b50
80, 2438, TE, 1550, device, ring, r45.3, w0.5, g0.131, b50
-89, 1758, TE, 1550, device, ring, r7.5, w0.5, g0.129, b50
-599, 1928, TE, 1550, device, ring, r19.8, w0.5, g0.145, b50
-259, 2098, TE, 1550, device, ring, r14.8, w0.5, g0.105, b50
-1109, 1928, TE, 1550, device, ring, r15.6, w0.5, g0.172, b50
-1449, 2438, TE, 1550, device, ring, r25.1, w0.5, g0.138, b50
-769, 2098, TE, 1550, device, ring, r20.5, w0.5, g0.145, b50
-769, 2438, TE, 1550, device, ring, r13.1, w0.5, g0.116, b50
-769, 1928, TE, 1550, device, ring, r39.9, w0.5, g0.119, b50
-1279, 1758, TE, 1550, device, ring, r40.3, w0.5, g0.174, b50
-1449, 2608, TE, 1550, device, ring, r41.7, w0.5, g0.125, b50
-939, 1758, TE, 1550, device, ring, r43.0, w0.5, g0.169, b50
-769, 2268, TE, 1550, device, ring, r41.4, w0.5, g0.106, b50
-1279, 2608, TE, 1550, device, ring, r20.6, w0.5, g0.153, b50
-1109, 1758, TE, 1550, device, ring, r37.1, w0.5, g0.113, b50
-1109, 2268, TE, 1550, device, ring, r31.2, w0.5, g0.13, b50
-939, 1928, TE, 1550, device, ring, r27.2, w0.5, g0.14, b50
-1279, 2268, TE, 1550, device, ring, r14.1, w0.5, g0.16, b50
-939, 2438, TE, 1550, device, ring, r48.0, w0.5, g0.12, b50
-1449, 2098, TE, 1550, device, ring, r20.2, w0.5, g0.155, b50
-1109, 2438, TE, 1550, device, ring, r16.2, w0.5, g0.121, b50
-1279, 2098, TE, 1550, device, ring, r14.6, w0.5, g0.157, b50
-769, 1758, TE, 1550, device, ring, r26.2, w0.5, g0.166, b50
-939, 2098, TE, 1550, device, ring, r20.7, w0.5, g0.104, b50
-939, 2268, TE, 1550, device, ring, r38.1, w0.5, g0.163, b50
-1449, 2268, TE, 1550, device, ring, r29.6, w0.5, g0.156, b50
-769, 2608, TE, 1550, device, ring, r25.6, w0.5, g0.17, b50
-1279, 2438, TE, 1550, device, ring, r47.1, w0.5, g0.127, b50
-1449, 1758, TE, 1550, device, ring, r8.3, w0.5, g0.13, b50
-1109, 2608, TE, 1550, device, ring, r22.7, w0.5, g0.131, b50
-939, 2608, TE, 1550, device, ring, r38.2, w0.5, g0.138, b50
-1109, 2098, TE, 1550, device, ring, r21.9, w0.5, g0.106, b50
-1449, 1928, TE, 1550, device, ring, r14.0, w0.5, g0.109, b50
-1279, 1928, TE, 1550, device, ring, r8.3, w0.5, g0.171, b50
-939, 1418, TE, 1550, device, ring, r45.3, w0.5, g0.152, b50
-769, 1078, TE, 1550, device, ring, r38.4, w0.5, g0.168, b50
-1279, 1588, TE, 1550, device, ring, r17.0, w0.5, g0.153, b50
-939, 1248, TE, 1550, device, ring, r32.9, w0.5, g0.171, b50
-1279, 1418, TE, 1550, device, ring, r28.0, w0.5, g0.126, b50
-769, 1418, TE, 1550, device, ring, r49.6, w0.5, g0.117, b50
-1109, 1418, TE, 1550, device, ring, r9.3, w0.5, g0.117, b50
-1109, 1588, TE, 1550, device, ring, r21.0, w0.5, g0.171, b50
-1109, 1078, TE, 1550, device, ring, r22.3, w0.5, g0.179, b50
-1449, 1248, TE, 1550, device, ring, r38.4, w0.5, g0.164, b50
-769, 908, TE, 1550, device, ring, r24.3, w0.5, g0.162, b50
-769, 1588, TE, 1550, device, ring, r48.2, w0.5, g0.106, b50
-1449, 1418, TE, 1550, device, ring, r9.6, w0.5, g0.121, b50
-939, 1588, TE, 1550, device, ring, r41.5, w0.5, g0.131, b50
-1109, 908, TE, 1550, device, ring, r19.8, w0.5, g0.175, b50
-1449, 1078, TE, 1550, device, ring, r46.9, w0.5, g0.156, b50
-1449, 908, TE, 1550, device, ring, r22.0, w0.5, g0.166, b50
-1109, 1248, TE, 1550, device, ring, r36.5, w0.5, g0.175, b50
-769, 1248, TE, 1550, device, ring, r13.4, w0.5, g0.102, b50
-1449, 1588, TE, 1550, device, ring, r42.5, w0.5, g0.136, b50
-1279, 1078, TE, 1550, device, ring, r41.9, w0.5, g0.167, b50
-1279, 908, TE, 1550, device, ring, r21.1, w0.5, g0.175, b50
-939, 908, TE, 1550, device, ring, r36.0, w0.5, g0.153, b50
-939, 1078, TE, 1550, device, ring, r12.2, w0.5, g0.164, b50
-1279, 1248, TE, 1550, device, ring, r45.8, w0.5, g0.129, b50
-429, 1418, TE, 1550, device, ring, r47.9, w0.5, g0.165, b50
80, 1418, TE, 1550, device, ring, r28.2, w0.5, g0.166, b50
-259, 908, TE, 1550, device, ring, r17.4, w0.5, g0.17, b50
-259, 1418, TE, 1550, device, ring, r49.4, w0.5, g0.126, b50
80, 1248, TE, 1550, device, ring, r17.1, w0.5, g0.11, b50
-89, 1418, TE, 1550, device, ring, r46.5, w0.5, g0.161, b50
-599, 1248, TE, 1550, device, ring, r43.9, w0.5, g0.146, b50
-429, 1248, TE, 1550, device, ring, r22.2, w0.5, g0.169, b50
-599, 1588, TE, 1550, device, ring, r6.7, w0.5, g0.143, b50
-259, 1248, TE, 1550, device, ring, r43.8, w0.5, g0.177, b50
-259, 1588, TE, 1550, device, ring, r22.3, w0.5, g0.118, b50
-89, 1248, TE, 1550, device, ring, r24.9, w0.5, g0.171, b50
-429, 1078, TE, 1550, device, ring, r34.9, w0.5, g0.104, b50
-89, 1588, TE, 1550, device, ring, r8.8, w0.5, g0.169, b50
-89, 1078, TE, 1550, device, ring, r15.3, w0.5, g0.16, b50
80, 1078, TE, 1550, device, ring, r18.6, w0.5, g0.145, b50
-599, 1078, TE, 1550, device, ring, r22.2, w0.5, g0.124, b50
-429, 908, TE, 1550, device, ring, r38.6, w0.5, g0.122, b50
-89, 908, TE, 1550, device, ring, r29.1, w0.5, g0.168, b50
-599, 908, TE, 1550, device, ring, r7.1, w0.5, g0.179, b50
-429, 1588, TE, 1550, device, ring, r42.3, w0.5, g0.124, b50
80, 1588, TE, 1550, device, ring, r15.9, w0.5, g0.116, b50
-259, 1078, TE, 1550, device, ring, r40.1, w0.5, g0.113, b50
-599, 1418, TE, 1550, device, ring, r45.2, w0.5, g0.169, b50
80, 908, TE, 1550, device, ring, r44.7, w0.5, g0.161, b50
-939, 738, TE, 1550, device, ring, r23.1, w0.5, g0.177, b50
-89, 568, TE, 1550, device, ring, r11.6, w0.5, g0.124, b50
-939, 58, TE, 1550, device, ring, r6.5, w0.5, g0.139, b50
-599, -111, TE, 1550, device, ring, r18.9, w0.5, g0.157, b50
-939, -451, TE, 1550, device, ring, r46.7, w0.5, g0.154, b50
-599, -791, TE, 1550, device, ring, r17.0, w0.5, g0.132, b50
-89, 58, TE, 1550, device, ring, r10.4, w0.5, g0.149, b50
-259, 398, TE, 1550, device, ring, r48.8, w0.5, g0.102, b50
-1109, 58, TE, 1550, device, ring, r15.2, w0.5, g0.173, b50
-939, -791, TE, 1550, device, ring, r14.9, w0.5, g0.121, b50
-89, -791, TE, 1550, device, ring, r47.6, w0.5, g0.133, b50
-259, -791, TE, 1550, device, ring, r20.1, w0.5, g0.174, b50
80, -281, TE, 1550, device, ring, r6.8, w0.5, g0.137, b50
-429, 738, TE, 1550, device, ring, r20.7, w0.5, g0.141, b50
-1279, 568, TE, 1550, device, ring, r27.0, w0.5, g0.102, b50
-769, -281, TE, 1550, device, ring, r35.9, w0.5, g0.108, b50
-1109, -111, TE, 1550, device, ring, r34.9, w0.5, g0.101, b50
-1449, 228, TE, 1550, device, ring, r48.5, w0.5, g0.122, b50
-1279, 228, TE, 1550, device, ring, r27.7, w0.5, g0.146, b50
-1279, -791, TE, 1550, device, ring, r21.7, w0.5, g0.161, b50
-1449, 58, TE, 1550, device, ring, r18.8, w0.5, g0.147, b50
-259, 58, TE, 1550, device, ring, r10.0, w0.5, g0.102, b50
-89, -111, TE, 1550, device, ring, r40.3, w0.5, g0.114, b50
80, 568, TE, 1550, device, ring, r49.8, w0.5, g0.132, b50
-1449, 398, TE, 1550, device, ring, r44.7, w0.5, g0.158, b50
80, 738, TE, 1550, device, ring, r27.3, w0.5, g0.173, b50
-429, 58, TE, 1550, device, ring, r19.9, w0.5, g0.125, b50
-429, -791, TE, 1550, device, ring, r21.3, w0.5, g0.127, b50
-1109, -791, TE, 1550, device, ring, r14.3, w0.5, g0.159, b50
80, 58, TE, 1550, device, ring, r39.7, w0.5, g0.123, b50
-259, 568, TE, 1550, device, ring, r47.6, w0.5, g0.163, b50
-769, -621, TE, 1550, device, ring, r28.5, w0.5, g0.178, b50
-89, 228, TE, 1550, device, ring, r37.8, w0.5, g0.113, b50
-1449, -791, TE, 1550, device, ring, r23.9, w0.5, g0.145, b50
-769, -111, TE, 1550, device, ring, r43.3, w0.5, g0.164, b50
-599, -621, TE, 1550, device, ring, r18.8, w0.5, g0.129, b50
80, -621, TE, 1550, device, ring, r36.1, w0.5, g0.175, b50
-259, -111, TE, 1550, device, ring, r42.1, w0.5, g0.13, b50
-939, 398, TE, 1550, device, ring, r24.4, w0.5, g0.163, b50
-1109, 398, TE, 1550, device, ring, r39.9, w0.5, g0.157, b50
-599, 228, TE, 1550, device, ring, r28.5, w0.5, g0.121, b50
-1109, 568, TE, 1550, device, ring, r28.4, w0.5, g0.12, b50
-599, -451, TE, 1550, device, ring, r23.7, w0.5, g0.108, b50
80, -111, TE, 1550, device, ring, r46.4, w0.5, g0.122, b50
-259, -621, TE, 1550, device, ring, r14.2, w0.5, g0.113, b50
-769, 228, TE, 1550, device, ring, r31.7, w0.5, g0.17, b50
80, 228, TE, 1550, device, ring, r38.5, w0.5, g0.133, b50
-599, 398, TE, 1550, device, ring, r10.1, w0.5, g0.145, b50
-1109, -281, TE, 1550, device, ring, r22.7, w0.5, g0.12, b50
-259, -281, TE, 1550, device, ring, r23.2, w0.5, g0.137, b50
-939, 568, TE, 1550, device, ring, r40.2, w0.5, g0.109, b50
80, 398, TE, 1550, device, ring, r13.1, w0.5, g0.137, b50
-939, -111, TE, 1550, device, ring, r13.7, w0.5, g0.139, b50
-1279, -281, TE, 1550, device, ring, r47.3, w0.5, g0.12, b50
-429, -281, TE, 1550, device, ring, r24.5, w0.5, g0.137, b50
-769, 58, TE, 1550, device, ring, r43.5, w0.5, g0.128, b50
-939, -281, TE, 1550, device, ring, r15.1, w0.5, g0.164, b50
-769, -791, TE, 1550, device, ring, r24.7, w0.5, g0.171, b50
-259, 228, TE, 1550, device, ring, r30.9, w0.5, g0.124, b50
