% X-coord, Y-coord, Polarization, wavelength, type, deviceID, params 
-4769, 533, TE, 1550, device, ring, r42.5, w0.5, g0.107, b50
-4599, 533, TE, 1550, device, ring, r16.6, w0.5, g0.143, b50
-4769, -146, TE, 1550, device, ring, r27.0, w0.5, g0.171, b50
-4939, 23, TE, 1550, device, ring, r22.5, w0.5, g0.169, b50
-5279, 363, TE, 1550, device, ring, r25.9, w0.5, g0.14, b50
-5449, -316, TE, 1550, device, ring, r5.2, w0.5, g0.118, b50
-5279, 193, TE, 1550, device, ring, r13.9, w0.5, g0.155, b50
-5449, 533, TE, 1550, device, ring, r17.9, w0.5, g0.162, b50
-4769, 363, TE, 1550, device, ring, r32.3, w0.5, g0.16, b50
-5109, -316, TE, 1550, device, ring, r12.0, w0.5, g0.161, b50
-5449, 363, TE, 1550, device, ring, r36.0, w0.5, g0.125, b50
-4939, -316, TE, 1550, device, ring, r39.8, w0.5, g0.125, b50
-4599, -316, TE, 1550, device, ring, r29.8, w0.5, g0.116, b50
-5279, -146, TE, 1550, device, ring, r6.5, w0.5, g0.144, b50
-5279, 533, TE, 1550, device, ring, r20.3, w0.5, g0.131, b50
-5109, 363, TE, 1550, device, ring, r34.8, w0.5, g0.171, b50
-5449, -146, TE, 1550, device, ring, r17.8, w0.5, g0.171, b50
-4599, 363, TE, 1550, device, ring, r47.3, w0.5, g0.109, b50
-4939, 363, TE, 1550, device, ring, r21.9, w0.5, g0.143, b50
-4769, -316, TE, 1550, device, ring, r43.8, w0.5, g0.148, b50
-5109, 193, TE, 1550, device, ring, r21.7, w0.5, g0.167, b50
-4939, 533, TE, 1550, device, ring, r13.8, w0.5, g0.117, b50
-4599, -656, TE, 1550, device, ring, r8.4, w0.5, g0.121, b50
-5279, -826, TE, 1550, device, ring, r30.9, w0.5, g0.142, b50
-4939, -486, TE, 1550, device, ring, r34.2, w0.5, g0.146, b50
-5449, -1166, TE, 1550, device, ring, r22.1, w0.5, g0.162, b50
-5109, -486, TE, 1550, device, ring, r21.0, w0.5, g0.102, b50
-5279, -1166, TE, 1550, device, ring, r43.9, w0.5, g0.158, b50
-4599, -486, TE, 1550, device, ring, r27.2, w0.5, g0.148, b50
-4769, -486, TE, 1550, device, ring, r43.3, w0.5, g0.144, b50
-5449, -996, TE, 1550, device, ring, r12.8, w0.5, g0.133, b50
-4599, -996, TE, 1550, device, ring, r26.1, w0.5, g0.142, b50
-5279, -486, TE, 1550, device, ring, r13.3, w0.5, g0.142, b50
-5449, -826, TE, 1550, device, ring, r26.2, w0.5, g0.129, b50
-4769, -996, TE, 1550, device, ring, r21.2, w0.5, g0.109, b50
-4939, -996, TE, 1550, device, ring, r36.4, w0.5, g0.101, b50
-5109, -656, TE, 1550, device, ring, r7.2, w0.5, g0.113, b50
-5109, -826, TE, 1550, device, ring, r28.3, w0.5, g0.108, b50
-4599, -826, TE, 1550, device, ring, r23.5, w0.5, g0.145, b50
-5279, -996, TE, 1550, device, ring, r46.6, w0.5, g0.146, b50
-4939, -1166, TE, 1550, device, ring, r37.6, w0.5, g0.142, b50
-4769, -656, TE, 1550, device, ring, r47.3, w0.5, g0.119, b50
-4939, -656, TE, 1550, device, ring, r42.7, w0.5, g0.173, b50
-4599, -1166, TE, 1550, device, ring, r47.7, w0.5, g0.156, b50
-4769, -1166, TE, 1550, device, ring, r22.1, w0.5, g0.153, b50
-4939, -826, TE, 1550, device, ring, r36.8, w0.5, g0.12, b50
-5449, -486, TE, 1550, device, ring, r34.5, w0.5, g0.102, b50
-4769, -826, TE, 1550, device, ring, r6.3, w0.5, g0.176, b50
-5279, -656, TE, 1550, device, ring, r7.1, w0.5, g0.168, b50
-5109, -1166, TE, 1550, device, ring, r31.5, w0.5, g0.167, b50
-5449, -656, TE, 1550, device, ring, r41.3, w0.5, g0.151, b50
-5109, -996, TE, 1550, device, ring, r27.5, w0.5, g0.135, b50
-3919, -996, TE, 1550, device, ring, r13.3, w0.5, g0.107, b50
-3749, -1166, TE, 1550, device, ring, r31.4, w0.5, g0.149, b50
-3579, -1166, TE, 1550, device, ring, r21.9, w0.5, g0.124, b50
-4429, -486, TE, 1550, device, ring, r7.3, w0.5, g0.134, b50
-4089, -1166, TE, 1550, device, ring, r29.0, w0.5, g0.109, b50
-3749, -996, TE, 1550, device, ring, r26.7, w0.5, g0.159, b50
-3579, -996, TE, 1550, device, ring, r13.9, w0.5, g0.132, b50
-3919, -486, TE, 1550, device, ring, r17.0, w0.5, g0.125, b50
-4259, -486, TE, 1550, device, ring, r20.6, w0.5, g0.117, b50
-3919, -826, TE, 1550, device, ring, r36.2, w0.5, g0.131, b50
-4259, -1166, TE, 1550, device, ring, r26.4, w0.5, g0.176, b50
-3579, -656, TE, 1550, device, ring, r27.8, w0.5, g0.143, b50
-4429, -1166, TE, 1550, device, ring, r40.3, w0.5, g0.138, b50
-4089, -996, TE, 1550, device, ring, r12.5, w0.5, g0.163, b50
-3749, -486, TE, 1550, device, ring, r32.2, w0.5, g0.113, b50
-4259, -826, TE, 1550, device, ring, r13.0, w0.5, g0.111, b50
-4089, -826, TE, 1550, device, ring, r36.2, w0.5, g0.167, b50
-3919, -656, TE, 1550, device, ring, r19.6, w0.5, g0.179, b50
-3749, -826, TE, 1550, device, ring, r38.8, w0.5, g0.177, b50
-4429, -826, TE, 1550, device, ring, r38.7, w0.5, g0.116, b50
-3919, -1166, TE, 1550, device, ring, r42.4, w0.5, g0.1, b50
-3579, -826, TE, 1550, device, ring, r20.5, w0.5, g0.107, b50
-4259, -656, TE, 1550, device, ring, r29.2, w0.5, g0.164, b50
-3579, -486, TE, 1550, device, ring, r19.5, w0.5, g0.116, b50
-4089, -486, TE, 1550, device, ring, r11.7, w0.5, g0.177, b50
-4429, -996, TE, 1550, device, ring, r15.4, w0.5, g0.171, b50
-4259, -996, TE, 1550, device, ring, r25.7, w0.5, g0.112, b50
-4429, -656, TE, 1550, device, ring, r32.0, w0.5, g0.146, b50
-3749, -656, TE, 1550, device, ring, r33.5, w0.5, g0.16, b50
-4089, -656, TE, 1550, device, ring, r9.9, w0.5, g0.175, b50
-2049, 23, TE, 1550, device, ring, r25.0, w0.5, g0.169, b50
-2049, -146, TE, 1550, device, ring, r19.8, w0.5, g0.123, b50
-1879, -316, TE, 1550, device, ring, r21.5, w0.5, g0.149, b50
-2559, -146, TE, 1550, device, ring, r16.7, w0.5, g0.14, b50
-2219, 533, TE, 1550, device, ring, r49.2, w0.5, g0.118, b50
-2389, -316, TE, 1550, device, ring, r31.2, w0.5, g0.167, b50
-2389, 533, TE, 1550, device, ring, r41.4, w0.5, g0.136, b50
-2559, 363, TE, 1550, device, ring, r41.7, w0.5, g0.135, b50
-2559, -316, TE, 1550, device, ring, r9.9, w0.5, g0.126, b50
-1879, 23, TE, 1550, device, ring, r7.6, w0.5, g0.108, b50
-2219, -316, TE, 1550, device, ring, r21.9, w0.5, g0.169, b50
-2219, -146, TE, 1550, device, ring, r16.5, w0.5, g0.13, b50
-2389, -146, TE, 1550, device, ring, r48.7, w0.5, g0.161, b50
-2389, 23, TE, 1550, device, ring, r5.1, w0.5, g0.126, b50
-2389, 363, TE, 1550, device, ring, r12.3, w0.5, g0.134, b50
-2559, 23, TE, 1550, device, ring, r49.3, w0.5, g0.128, b50
-2219, 363, TE, 1550, device, ring, r8.8, w0.5, g0.153, b50
-1879, 363, TE, 1550, device, ring, r22.6, w0.5, g0.155, b50
-1879, 533, TE, 1550, device, ring, r7.1, w0.5, g0.143, b50
-2049, 533, TE, 1550, device, ring, r11.9, w0.5, g0.106, b50
-2049, -316, TE, 1550, device, ring, r48.8, w0.5, g0.103, b50
-2219, 193, TE, 1550, device, ring, r25.7, w0.5, g0.156, b50
-1650, 486, TE, 1310, device, William, sym, splitter234
-2049, 193, TE, 1550, device, ring, r21.4, w0.5, g0.106, b50
-1650, 46, TE, 1310, device, William, sym, splitter134
-1879, -146, TE, 1550, device, ring, r42.3, w0.5, g0.112, b50
-1879, 193, TE, 1550, device, ring, r40.5, w0.5, g0.117, b50
-2049, 363, TE, 1550, device, ring, r34.0, w0.5, g0.162, b50
-2389, 193, TE, 1550, device, ring, r40.0, w0.5, g0.16, b50
-2559, 193, TE, 1550, device, ring, r34.7, w0.5, g0.141, b50
-2559, 533, TE, 1550, device, ring, r8.8, w0.5, g0.15, b50
-2219, 23, TE, 1550, device, ring, r31.7, w0.5, g0.101, b50
-3409, 193, TE, 1550, device, ring, r38.7, w0.5, g0.116, b50
-2899, 533, TE, 1550, device, ring, r36.2, w0.5, g0.146, b50
-2729, -316, TE, 1550, device, ring, r26.3, w0.5, g0.111, b50
-3239, -146, TE, 1550, device, ring, r41.0, w0.5, g0.149, b50
-3239, 363, TE, 1550, device, ring, r33.7, w0.5, g0.16, b50
-3409, -316, TE, 1550, device, ring, r47.9, w0.5, g0.1, b50
-2729, 363, TE, 1550, device, ring, r8.1, w0.5, g0.167, b50
-3239, 193, TE, 1550, device, ring, r11.2, w0.5, g0.103, b50
-3239, 533, TE, 1550, device, ring, r23.9, w0.5, g0.109, b50
-2729, -146, TE, 1550, device, ring, r43.3, w0.5, g0.172, b50
-3409, 23, TE, 1550, device, ring, r41.2, w0.5, g0.145, b50
-3069, -316, TE, 1550, device, ring, r45.1, w0.5, g0.136, b50
-3239, 23, TE, 1550, device, ring, r44.3, w0.5, g0.104, b50
-3409, 363, TE, 1550, device, ring, r5.6, w0.5, g0.169, b50
-3069, -146, TE, 1550, device, ring, r49.8, w0.5, g0.149, b50
-2729, 533, TE, 1550, device, ring, r37.4, w0.5, g0.107, b50
-2899, 363, TE, 1550, device, ring, r10.8, w0.5, g0.11, b50
-3069, 533, TE, 1550, device, ring, r33.5, w0.5, g0.171, b50
-2899, 23, TE, 1550, device, ring, r18.5, w0.5, g0.13, b50
-2729, 23, TE, 1550, device, ring, r48.8, w0.5, g0.158, b50
-3409, 533, TE, 1550, device, ring, r19.5, w0.5, g0.151, b50
-3069, 23, TE, 1550, device, ring, r32.6, w0.5, g0.168, b50
-3069, 363, TE, 1550, device, ring, r47.8, w0.5, g0.168, b50
-3409, -146, TE, 1550, device, ring, r36.1, w0.5, g0.134, b50
-3069, 193, TE, 1550, device, ring, r29.7, w0.5, g0.104, b50
-2729, 193, TE, 1550, device, ring, r40.4, w0.5, g0.129, b50
-2899, 193, TE, 1550, device, ring, r35.0, w0.5, g0.124, b50
-3239, -316, TE, 1550, device, ring, r21.1, w0.5, g0.141, b50
-2899, -316, TE, 1550, device, ring, r7.1, w0.5, g0.11, b50
-2899, -146, TE, 1550, device, ring, r13.1, w0.5, g0.159, b50
-3239, -826, TE, 1550, device, ring, r33.9, w0.5, g0.178, b50
-3409, -486, TE, 1550, device, ring, r33.2, w0.5, g0.107, b50
-2729, -656, TE, 1550, device, ring, r44.0, w0.5, g0.174, b50
-2899, -826, TE, 1550, device, ring, r35.1, w0.5, g0.141, b50
-2729, -486, TE, 1550, device, ring, r49.8, w0.5, g0.18, b50
-3069, -656, TE, 1550, device, ring, r24.5, w0.5, g0.127, b50
-3409, -826, TE, 1550, device, ring, r31.1, w0.5, g0.163, b50
-2729, -1166, TE, 1310, device, William, GC
-3239, -996, TE, 1550, device, ring, r12.7, w0.5, g0.148, b50
-3069, -996, TE, 1550, device, ring, r29.9, w0.5, g0.113, b50
-3409, -996, TE, 1550, device, ring, r12.7, w0.5, g0.113, b50
-3409, -1166, TE, 1550, device, ring, r10.3, w0.5, g0.111, b50
-2729, -996, TE, 1550, device, ring, r31.0, w0.5, g0.153, b50
-2729, -826, TE, 1550, device, ring, r29.7, w0.5, g0.149, b50
-3069, -486, TE, 1550, device, ring, r11.8, w0.5, g0.128, b50
-2899, -656, TE, 1550, device, ring, r38.3, w0.5, g0.156, b50
-3239, -1166, TE, 1550, device, ring, r27.5, w0.5, g0.125, b50
-3069, -1166, TE, 1550, device, ring, r15.9, w0.5, g0.127, b50
-3069, -826, TE, 1550, device, ring, r12.1, w0.5, g0.112, b50
-2899, -996, TE, 1550, device, ring, r20.9, w0.5, g0.158, b50
-2899, -1166, TE, 1550, device, ring, r13.8, w0.5, g0.125, b50
-3239, -486, TE, 1550, device, ring, r24.4, w0.5, g0.173, b50
-3409, -656, TE, 1550, device, ring, r21.1, w0.5, g0.125, b50
-3239, -656, TE, 1550, device, ring, r7.4, w0.5, g0.168, b50
-2899, -486, TE, 1550, device, ring, r44.2, w0.5, g0.127, b50
-2219, -656, TE, 1550, device, ring, r27.5, w0.5, g0.171, b50
-1879, -996, TE, 1550, device, ring, r47.2, w0.5, g0.167, b50
-1879, -486, TE, 1550, device, ring, r28.4, w0.5, g0.111, b50
-2559, -656, TE, 1550, device, ring, r25.9, w0.5, g0.156, b50
-2359, -1166, TE, 1310, device, William, ori, mzi3
-2559, -486, TE, 1550, device, ring, r27.9, w0.5, g0.153, b50
-1650, -403, TE, 1310, device, William, sym, splitter124
-2049, -656, TE, 1550, device, ring, r21.0, w0.5, g0.158, b50
-2389, -996, TE, 1550, device, ring, r44.5, w0.5, g0.141, b50
-1879, -656, TE, 1550, device, ring, r49.2, w0.5, g0.103, b50
-2389, -826, TE, 1550, device, ring, r22.4, w0.5, g0.175, b50
-1879, -826, TE, 1550, device, ring, r34.1, w0.5, g0.144, b50
-2059, -1166, TE, 1310, device, William, sym, mzi3
-2049, -996, TE, 1550, device, ring, r24.4, w0.5, g0.143, b50
-2219, -826, TE, 1550, device, ring, r23.1, w0.5, g0.13, b50
-2049, -486, TE, 1550, device, ring, r44.3, w0.5, g0.174, b50
-2559, -1166, TE, 1310, device, William, ori, mzi1
-2219, -486, TE, 1550, device, ring, r49.2, w0.5, g0.138, b50
-2219, -996, TE, 1550, device, ring, r22.6, w0.5, g0.17, b50
-2459, -1166, TE, 1310, device, William, ori, mzi2
-2259, -1166, TE, 1310, device, William, sym, mzi1
-2559, -826, TE, 1550, device, ring, r43.3, w0.5, g0.102, b50
-2389, -486, TE, 1550, device, ring, r33.5, w0.5, g0.128, b50
-2559, -996, TE, 1550, device, ring, r38.4, w0.5, g0.109, b50
-2159, -1166, TE, 1310, device, William, sym, mzi2
-2049, -826, TE, 1550, device, ring, r44.7, w0.5, g0.135, b50
-1649, -903, TE, 1310, device, William, sym, splitter123
-2389, -656, TE, 1550, device, ring, r10.8, w0.5, g0.149, b50
3811, 3014, TE, 1550, device, 232, 222, 1
3611, 3014, TE, 1550, device, ref, 2
3711, 3184, TE, 1550, device, 220, 224, 1
3611, 2844, TE, 1550, device, ref, 1
3811, 3694, TE, 1550, device, 232, 230, 1
3711, 3014, TE, 1550, device, 220, 222, 1
3811, 3864, TE, 1550, device, 232, 232, 1
3611, 3864, TE, 1550, device, ref, 7
3811, 3524, TE, 1550, device, 232, 228, 1
3811, 3184, TE, 1550, device, 232, 224, 1
3711, 3354, TE, 1550, device, 220, 226, 1
3811, 3354, TE, 1550, device, 232, 226, 1
3611, 3694, TE, 1550, device, ref, 6
3711, 3694, TE, 1550, device, 220, 230, 1
3811, 2844, TE, 1550, device, 232, 220, 1
3611, 3524, TE, 1550, device, ref, 5
3711, 3864, TE, 1550, device, 220, 232, 1
3711, 2844, TE, 1550, device, 220, 220, 1
3611, 3184, TE, 1550, device, ref, 3
3711, 3524, TE, 1550, device, 220, 228, 1
3611, 3354, TE, 1550, device, ref, 4
-1067, 2763, TE, 1550, device, GC, LOOPBACK3
-1067, 5431, TE, 1550, device, GC, LOOPBACK2
4235, 5431, TE, 1550, device, GC, LOOPBACK1
-1067, 5278, TE, 1550, device, taper, s, L5, N8
-863, 5278, TE, 1550, device, taper, s, L5, N24
-740, 5278, TE, 1550, device, taper, s, L5, N32
-972, 5278, TE, 1550, device, taper, s, L5, N16
-602, 5278, TE, 1550, device, taper, s, L5, N40
-451, 5278, TE, 1550, device, taper, s, L5, N48
-286, 5278, TE, 1550, device, taper, lin, L5, N8
-81, 5278, TE, 1550, device, taper, lin, L5, N24
41, 5278, TE, 1550, device, taper, lin, L5, N32
-191, 5278, TE, 1550, device, taper, lin, L5, N16
178, 5278, TE, 1550, device, taper, lin, L5, N40
329, 5278, TE, 1550, device, taper, lin, L5, N48
495, 5278, TE, 1550, device, taper, ctl, L5, N8
1110, 5278, TE, 1550, device, taper, ctl, L5, N48
699, 5278, TE, 1550, device, taper, ctl, L5, N24
822, 5278, TE, 1550, device, taper, ctl, L5, N32
590, 5278, TE, 1550, device, taper, ctl, L5, N16
959, 5278, TE, 1550, device, taper, ctl, L5, N40
1294, 5278, TE, 1550, device, taper, s, L10, N24
1399, 5278, TE, 1550, device, taper, s, L10, N48
1528, 5278, TE, 1550, device, taper, s, L10, N72
1681, 5278, TE, 1550, device, taper, s, L10, N96
1859, 5278, TE, 1550, device, taper, s, L10, N120
2060, 5278, TE, 1550, device, taper, s, L10, N144
2285, 5278, TE, 1550, device, taper, lin, L10, N24
2390, 5278, TE, 1550, device, taper, lin, L10, N48
2520, 5278, TE, 1550, device, taper, lin, L10, N72
2673, 5278, TE, 1550, device, taper, lin, L10, N96
2850, 5278, TE, 1550, device, taper, lin, L10, N120
3051, 5278, TE, 1550, device, taper, lin, L10, N144
3382, 5278, TE, 1550, device, taper, ctl, L10, N48
3664, 5278, TE, 1550, device, taper, ctl, L10, N96
3511, 5278, TE, 1550, device, taper, ctl, L10, N72
3277, 5278, TE, 1550, device, taper, ctl, L10, N24
3842, 5278, TE, 1550, device, taper, ctl, L10, N120
4043, 5278, TE, 1550, device, taper, ctl, L10, N144
-972, 4650, TE, 1550, device, taper, s, L40, N40
-807, 4650, TE, 1550, device, taper, s, L40, N80
-558, 4650, TE, 1550, device, taper, s, L40, N120
-225, 4650, TE, 1550, device, taper, s, L40, N160
192, 4650, TE, 1550, device, taper, s, L40, N240
777, 4650, TE, 1550, device, taper, s, L40, N480
-807, 4858, TE, 1550, device, taper, lin, L40, N80
192, 4858, TE, 1550, device, taper, lin, L40, N240
-558, 4858, TE, 1550, device, taper, lin, L40, N120
777, 4858, TE, 1550, device, taper, lin, L40, N480
-225, 4858, TE, 1550, device, taper, lin, L40, N160
-972, 4858, TE, 1550, device, taper, lin, L40, N40
-972, 5065, TE, 1550, device, taper, ctl, L40, N40
-807, 5065, TE, 1550, device, taper, ctl, L40, N80
-558, 5065, TE, 1550, device, taper, ctl, L40, N120
-225, 5065, TE, 1550, device, taper, ctl, L40, N160
192, 5065, TE, 1550, device, taper, ctl, L40, N240
777, 5065, TE, 1550, device, taper, ctl, L40, N480
-972, 2801, TE, 1550, device, taper, s, L80, N40
-727, 2801, TE, 1550, device, taper, s, L80, N120
-154, 2801, TE, 1550, device, taper, s, L80, N240
910, 2801, TE, 1550, device, taper, s, L80, N480
-972, 3008, TE, 1550, device, taper, lin, L80, N40
-727, 3008, TE, 1550, device, taper, lin, L80, N120
-154, 3008, TE, 1550, device, taper, lin, L80, N240
910, 3008, TE, 1550, device, taper, lin, L80, N480
-972, 3215, TE, 1550, device, taper, ctl, L80, N40
-727, 3215, TE, 1550, device, taper, ctl, L80, N120
-154, 3215, TE, 1550, device, taper, ctl, L80, N240
910, 3215, TE, 1550, device, taper, ctl, L80, N480
1875, 4808, TE, 1550, device, taper, s, L20, N24
2001, 4808, TE, 1550, device, taper, s, L20, N72
2214, 4808, TE, 1550, device, taper, s, L20, N120
2515, 4808, TE, 1550, device, taper, s, L20, N168
2904, 4808, TE, 1550, device, taper, s, L20, N216
3382, 4808, TE, 1550, device, taper, s, L20, N264
1875, 4963, TE, 1550, device, taper, lin, L20, N24
3382, 4963, TE, 1550, device, taper, lin, L20, N264
2001, 4963, TE, 1550, device, taper, lin, L20, N72
2214, 4963, TE, 1550, device, taper, lin, L20, N120
2515, 4963, TE, 1550, device, taper, lin, L20, N168
2904, 4963, TE, 1550, device, taper, lin, L20, N216
1875, 5118, TE, 1550, device, taper, ctl, L20, N24
2001, 5118, TE, 1550, device, taper, ctl, L20, N72
2214, 5118, TE, 1550, device, taper, ctl, L20, N120
2515, 5118, TE, 1550, device, taper, ctl, L20, N168
2904, 5118, TE, 1550, device, taper, ctl, L20, N216
3382, 5118, TE, 1550, device, taper, ctl, L20, N264
-972, 3423, TE, 1550, device, taper, s, L80, N720
584, 3423, TE, 1550, device, taper, s, L80, N960
-972, 3830, TE, 1550, device, taper, lin, L80, N720
584, 3830, TE, 1550, device, taper, lin, L80, N960
-972, 4238, TE, 1550, device, taper, ctl, L80, N720
584, 4238, TE, 1550, device, taper, ctl, L80, N960
-4084, 5129, TE, 1550, PCM, PCM, wglossWide, 60910um
-4438, 5129, TE, 1550, PCM, PCM, wglossWide, 1014um
-4846, 5305, TE, 1550, PCM, PCM, wglossWide, 77705um
-5063, 2775, TE, 1550, device, Alignment, comment
-4994, 2775, TE, 1310, device, Alignment, comment
-4994, 2648, TE, 1310, PCM, PCM, wglossStraight, 0um
-1283, 2775, TE, 1550, device, Alignment, comment
-1214, 2775, TE, 1310, device, Alignment, comment
-1214, 2648, TE, 1310, PCM, PCM, wglossStraight, 0um
-5063, 5436, TE, 1550, device, Alignment, comment
-4994, 5436, TE, 1310, device, Alignment, comment
-4994, 5309, TE, 1310, PCM, PCM, wglossStraight, 0um
-3360, 3861, TE, 1310, PCM, PCM, contraDC, N1
-3291, 3691, TE, 1310, PCM, PCM, contraDC, N5
-3360, 3492, TE, 1310, PCM, PCM, contraDC, N3
-2002, 4844, TE, 1310, PCM, PCM, DCsweep, Length4p00um
-2102, 4781, TE, 1310, PCM, PCM, DCsweep, Length7p00um
-2102, 4844, TE, 1310, PCM, PCM, DCsweep, Length6p00um
-2002, 4781, TE, 1310, PCM, PCM, DCsweep, Length5p00um
-2302, 4844, TE, 1310, PCM, PCM, DCsweep, Length10p00um
-1902, 4844, TE, 1310, PCM, PCM, DCsweep, Length2p00um
-2202, 4844, TE, 1310, PCM, PCM, DCsweep, Length8p00um
-2302, 4781, TE, 1310, PCM, PCM, DCsweep, Length11p00um
-2202, 4781, TE, 1310, PCM, PCM, DCsweep, Length9p00um
-1902, 4781, TE, 1310, PCM, PCM, DCsweep, Length3p00um
-1802, 4844, TE, 1310, PCM, PCM, DCsweep, Length0p00um
-2402, 4781, TE, 1310, PCM, PCM, DCsweep, Length13p00um
-1802, 4781, TE, 1310, PCM, PCM, DCsweep, Length1p00um
-2402, 4844, TE, 1310, PCM, PCM, DCsweep, Length12p00um
-2118, 2667, TE, 1550, PCM, PCM, wglossSpiral, mixedRes, 0um
-2118, 2893, TE, 1550, PCM, PCM, wglossSpiral, mixedRes, 10371um
-2058, 2667, TE, 1550, PCM, PCM, wglossSpiral, mixedRes, 2379um
-1903, 2667, TE, 1550, PCM, PCM, wglossSpiral, mixedRes, 5772um
-2118, 3204, TE, 1550, PCM, PCM, wglossSpiral, mixedRes, 21323um
-1828, 2893, TE, 1550, PCM, PCM, wglossSpiral, mixedRes, 16177um
-4428, 4523, TE, 1550, PCM, PCM, YBranchAdibatic, N112
-4028, 4688, TE, 1550, PCM, PCM, YBranchAdibatic, N0
-4428, 4688, TE, 1550, PCM, PCM, YBranchAdibatic, N56
-1589, 4215, TE, 1310, PCM, PCM, MZI, swgassist, te1550nm
-2579, 4000, TE, 1310, PCM, PCM, RingDoubler10g160
-1744, 4000, TE, 1310, PCM, PCM, RingDoubler10g380
-1667, 4000, TE, 1310, PCM, PCM, RingDoubler10g400
-2276, 4000, TE, 1310, PCM, PCM, RingDoubler10g240
-1896, 4000, TE, 1310, PCM, PCM, RingDoubler10g340
-2200, 4000, TE, 1310, PCM, PCM, RingDoubler10g260
-2124, 4000, TE, 1310, PCM, PCM, RingDoubler10g280
-1820, 4000, TE, 1310, PCM, PCM, RingDoubler10g360
-2655, 4000, TE, 1310, PCM, PCM, RingDoubler10g140
-2807, 4000, TE, 1310, PCM, PCM, RingDoubler10g100
-1972, 4000, TE, 1310, PCM, PCM, RingDoubler10g320
-2882, 4000, TE, 1310, PCM, PCM, RingDoubler10g80
-2048, 4000, TE, 1310, PCM, PCM, RingDoubler10g300
-2731, 4000, TE, 1310, PCM, PCM, RingDoubler10g120
-2352, 4000, TE, 1310, PCM, PCM, RingDoubler10g220
-2428, 4000, TE, 1310, PCM, PCM, RingDoubler10g200
-2504, 4000, TE, 1310, PCM, PCM, RingDoubler10g180
-1268, 3050, TE, 1550, PCM, PCM, GC, PhC, RL
-1168, 3050, TE, 1550, PCM, PCM, GC, PhC, RL, p14nm
-1563, 3047, TE, 1310, PCM, PCM, GC, PhC, 1270nm
-1763, 3047, TE, 1550, PCM, PCM, GC, SWG, bias0nm
-1563, 3204, TE, 1550, PCM, PCM, GC, PhC, biasN4nm
-1663, 3047, TE, 1310, PCM, PCM, GC, PhC, 1310nm
-1163, 3204, TE, 1550, PCM, PCM, GC, PhC, biasP14nm
-1463, 3204, TE, 1550, PCM, PCM, GC, PhC, bias0nm
-1263, 3204, TE, 1550, PCM, PCM, GC, PhC, biasP10nm
-1763, 3204, TE, 1550, PCM, PCM, GC, PhC, biasN14nm
-1363, 3204, TE, 1550, PCM, PCM, GC, PhC, biasP6nm
-1466, 3051, TE, 1310, PCM, PCM, GC, PhC, 1290nm
-1663, 3204, TE, 1550, PCM, PCM, GC, PhC, biasN10nm
-1368, 3050, TE, 1550, PCM, PCM, GC, PhC, RL, n14nm
-4020, 3233, TE, 1310, PCM, PCM, wglossSpiral, 16506um
-4848, 3633, TE, 1310, PCM, PCM, wglossStraight, 43786um
-4778, 3233, TE, 1310, PCM, PCM, wglossStraight, 5346um
-4467, 3233, TE, 1310, PCM, PCM, wglossStraight, 10616um
-4848, 3433, TE, 1310, PCM, PCM, wglossStraight, 29526um
-4848, 3233, TE, 1310, PCM, PCM, wglossStraight, 0um
-1502, 2893, TE, 1550, PCM, PCM, MZI, BDC, te1550nm
-3257, 4781, TE, 1550, PCM, PCM, DCsweep, Length3p00um
-3357, 4781, TE, 1550, PCM, PCM, DCsweep, Length5p00um
-3257, 4844, TE, 1550, PCM, PCM, DCsweep, Length2p00um
-3157, 4844, TE, 1550, PCM, PCM, DCsweep, Length0p00um
-3757, 4781, TE, 1550, PCM, PCM, DCsweep, Length13p00um
-3757, 4844, TE, 1550, PCM, PCM, DCsweep, Length12p00um
-3157, 4781, TE, 1550, PCM, PCM, DCsweep, Length1p00um
-3657, 4844, TE, 1550, PCM, PCM, DCsweep, Length10p00um
-3357, 4844, TE, 1550, PCM, PCM, DCsweep, Length4p00um
-3457, 4781, TE, 1550, PCM, PCM, DCsweep, Length7p00um
-3657, 4781, TE, 1550, PCM, PCM, DCsweep, Length11p00um
-3557, 4781, TE, 1550, PCM, PCM, DCsweep, Length9p00um
-3557, 4844, TE, 1550, PCM, PCM, DCsweep, Length8p00um
-3457, 4844, TE, 1550, PCM, PCM, DCsweep, Length6p00um
-1705, 3550, TE, 1550, PCM, PCM, YBranch, N12
-1895, 3550, TE, 1550, PCM, PCM, YBranch, N36
-2145, 3550, TE, 1550, PCM, PCM, YBranch, N60
-1705, 3363, TE, 1550, PCM, PCM, YBranch, N0
-2145, 3363, TE, 1550, PCM, PCM, YBranch, N120
-4428, 4859, TE, 1310, PCM, PCM, YBranchAdibatic, N112
-3996, 5024, TE, 1310, PCM, PCM, YBranchAdibatic, N0
-4428, 5024, TE, 1550, PCM, PCM, YBranchAdibatic, N56
-4549, 3810, TE, 1550, PCM, PCM, wglossStraight, 10616um
-4778, 3810, TE, 1550, PCM, PCM, wglossStraight, 5346um
-4848, 4210, TE, 1550, PCM, PCM, wglossStraight, 43786um
-4848, 3810, TE, 1550, PCM, PCM, wglossStraight, 0um
-4848, 4010, TE, 1550, PCM, PCM, wglossStraight, 29526um
-4148, 3810, TE, 1550, PCM, PCM, wglossSpiral, 16506um
-4848, 2653, TE, 1550, PCM, PCM, wglossStraight, mixedRes, 0um
