-65.9920,-62.8442,-68.0994,-69.9390,-69.6106,-64.3430,-60.2016,-62.5174,-62.9591,-63.3254,-63.6520,-74.4801,-71.4177,-59.6002,-61.3487,-70.5400,-64.0780,-64.5257,-71.4404,-75.2759,-67.2616,-61.1634,-59.8918,-55.6119,-61.6268,-73.1747,-58.5720,-62.4442,-71.5650,-66.4088,-60.7549,-65.4992,-57.6012,-65.0717,-69.9549,-58.3377,-58.4507,-67.7751,-60.1477,-66.9429,-63.5087,-59.8041,-71.8754,-60.3332,-60.9877,-65.3114,-69.3879,-66.4236,-68.4398,-65.3473,-65.2281
-69.3307,-60.9574,-62.1099,-62.8109,-69.1128,-60.9022,-63.4853,-58.6795,-61.6020,-57.7331,-65.5636,-57.5170,-60.1204,-63.6214,-64.2207,-70.7690,-64.8338,-65.2314,-61.0725,-72.8255,-68.1446,-63.1551,-64.1773,-63.6967,-57.5929,-76.3658,-63.4932,-67.4802,-67.0141,-58.9015,-60.3593,-57.9948,-61.4753,-67.1030,-69.6640,-64.4961,-66.8292,-61.0389,-62.8283,-63.3716,-63.1837,-75.0013,-73.4304,-57.3895,-78.1425,-73.1029,-68.2758,-63.0793,-65.3041,-69.9292,-77.2971
-65.5810,-65.4065,-70.8906,-68.5485,-64.0077,-69.3810,-61.6432,-64.1267,-63.2050,-62.7722,-65.8069,-65.3222,-58.0890,-71.3532,-68.9393,-74.4801,-62.2556,-61.8609,-74.3016,-67.1236,-64.7274,-70.9765,-74.8594,-72.0504,-64.7307,-61.4262,-65.3657,-65.8486,-63.7545,-59.1882,-62.7837,-62.3956,-73.3917,-75.5795,-67.5017,-64.4883,-67.4956,-56.3094,-61.8183,-60.0351,-60.3525,-57.5440,-60.5013,-65.5796,-65.0644,-63.8338,-69.6881,-61.1658,-64.3550,-56.1437,-63.4790
-63.1603,-64.6269,-59.3643,-58.9333,-65.4757,-61.7937,-60.0357,-73.1056,-66.4881,-61.4293,-60.9998,-55.8379,-58.7627,-64.7430,-65.2859,-67.5697,-64.4897,-77.2478,-58.8160,-75.5177,-60.9210,-65.8563,-59.7512,-60.9236,-67.7498,-68.0940,-67.4354,-68.2695,-61.9414,-71.2208,-64.0341,-74.7795,-60.4186,-60.1154,-69.3752,-64.1053,-64.9394,-58.2880,-61.8382,-58.6521,-60.0543,-66.3469,-72.5980,-58.5924,-73.8320,-60.2023,-70.4218,-61.8067,-70.6871,-63.5903,-61.6561
-56.9169,-61.9078,-63.2231,-68.9554,-58.9075,-64.5384,-70.2966,-67.1800,-66.2747,-60.3216,-59.1389,-64.7327,-75.3018,-58.3043,-73.2873,-66.0062,-60.6119,-68.9862,-62.9313,-63.1887,-60.6097,-61.9629,-65.4320,-64.6415,-66.4785,-62.3167,-69.6653,-59.4394,-66.2260,-64.7523,-67.2908,-63.5671,-76.8808,-80.6852,-67.3441,-79.6147,-58.1297,-56.6914,-57.3804,-63.3478,-59.8267,-62.2950,-68.6598,-60.5767,-69.1324,-74.6659,-66.1975,-67.3543,-60.6418,-59.7858,-60.2673
-58.4312,-62.9546,-66.4493,-65.9865,-61.6163,-60.9463,-69.4606,-62.8899,-63.4122,-71.1435,-65.2835,-62.8839,-68.9672,-64.0478,-61.0421,-66.4907,-69.8438,-69.2632,-61.2266,-75.1249,-68.8515,-61.5451,-57.4674,-72.8894,-63.5817,-60.9663,-64.4225,-65.8727,-59.1742,-77.2196,-58.0243,-63.8171,-65.8533,-59.9000,-63.6794,-69.9339,-58.5994,-63.1060,-61.2099,-62.3563,-55.6262,-65.6388,-74.4542,-58.1234,-58.2644,-60.0267,-58.4348,-76.1098,-72.4188,-67.4055,-63.1349
-56.6463,-58.9983,-71.4192,-67.9883,-69.0800,-68.7783,-70.6170,-71.9393,-59.4487,-60.2416,-58.3913,-64.2739,-63.0495,-67.5051,-63.3712,-58.8414,-74.1472,-66.0369,-68.5906,-56.7501,-71.7035,-63.0340,-59.1737,-60.5560,-68.0331,-67.5632,-62.8513,340282299999999994960115009090224128000.0000,-59.4408,-58.4903,-61.8023,-67.2281,-67.1394,-59.2006,-67.6254,-63.9814,-71.4404,-68.2340,-64.2511,-59.1595,-60.6687,-63.3065,-74.8805,-68.3410,-65.0676,-63.0054,-65.2404,-70.1149,-69.9948,-59.0224,-59.6465
-64.4535,-71.5674,-59.6324,-64.3232,-65.8729,-60.4247,-61.6884,-69.1696,-65.8145,-70.8233,-62.7810,-72.0650,-62.6605,-57.3814,-61.1220,-61.6242,-73.3259,-65.8766,-59.7830,-63.1816,-57.8943,-66.5023,-70.1450,-67.0829,-65.7886,-62.5814,-61.4966,-61.6333,-72.4445,-59.9348,-64.1025,-59.4840,-65.0183,-64.9242,-60.8355,-64.4762,-60.4416,-71.7697,-64.6526,-56.9301,-59.9203,-63.3846,-69.3429,-62.4670,-64.0192,-60.5790,-67.9166,-59.7340,-65.9511,-77.7077,-66.2059
-68.5643,-58.4496,-66.6152,-58.6924,-65.8189,-61.8068,-63.2516,-73.7978,-57.9781,-60.8971,-66.2469,-71.4926,-57.6984,-68.9159,-63.8492,-66.0560,-66.1434,-70.2301,-56.6332,-60.2017,-71.7411,-64.1306,-67.5730,-58.1183,-72.5771,-63.1349,-61.6353,-59.9802,-61.5139,-62.8203,-61.1033,-65.8131,-60.9299,-59.6154,-68.6455,-56.9480,-61.8897,-59.6383,-65.6715,-61.2900,-67.9210,-63.0968,-66.2512,-65.8088,-63.6341,-65.0971,-63.1325,-68.7040,-59.4774,-57.2528,-67.2639
-70.5935,-69.1457,-64.6325,-56.7709,-64.6804,-64.3305,-57.7929,-60.6507,-66.9143,-60.7970,-67.9153,-64.6282,-67.3442,-60.5390,-62.0930,-57.6959,-61.3296,-60.4753,-65.3934,-57.0727,-68.4684,-71.3528,-60.6200,-65.6254,-63.7679,-69.4239,-77.5021,-61.8670,-74.2497,-65.3942,-59.5448,-68.5609,-62.3235,-62.1683,-63.8325,-65.1656,-62.1430,-66.8080,-69.8111,-66.9357,-64.0854,-64.4741,-71.5286,-72.5780,-65.1394,-69.2082,-64.8999,-62.4742,-65.0041,-62.0838,-72.3191
-65.2242,-66.2168,-56.2722,-57.1391,-67.1970,-65.0454,-65.0407,-65.8409,-71.4076,-59.7127,-67.7699,-56.0477,-60.9587,-66.9298,-60.3655,-57.6882,-58.7802,-63.7778,-61.6843,-61.1780,-71.2666,-65.0542,-58.2367,-68.4048,-64.3469,-62.0298,-64.6850,-66.0354,-65.3696,-65.1210,-63.8127,-75.8166,-62.4128,-60.2806,-75.6486,-68.1645,-58.9753,-66.5487,-69.9590,-64.3666,-62.7007,-65.1426,-66.6021,-63.2715,-63.6076,-68.1876,-57.1792,-67.2057,-55.3074,-56.7711,-59.1292
-64.9697,-60.7556,-56.3834,-65.7074,-68.9535,-63.9465,-67.8824,-70.3399,-69.7263,-65.6867,-59.6958,-66.0657,-61.7043,-63.6479,-64.2335,-61.6366,-58.7836,-63.2325,-65.6334,-70.5308,-59.3092,-59.6037,-71.9077,-66.1529,-61.5816,-57.2459,-58.5821,-54.0560,-62.9896,-59.2737,-62.5571,-65.2827,-66.0752,-63.2174,-56.6555,-55.7919,-63.2572,-64.9995,-58.1459,-59.5744,-61.6086,-65.0217,-66.4230,-67.8217,-57.6619,-66.3914,-69.0469,-62.8977,-65.6214,-70.7739,-61.5578
-62.0106,-59.4919,-67.3397,-59.7847,-62.5803,-74.6817,-61.9114,-67.9587,-64.3454,-64.1673,-56.3213,-70.6389,-60.7277,-63.6495,-62.6020,-70.9706,-60.1810,-63.2058,-68.4070,-69.7495,-76.5727,-61.5915,-57.4068,-58.7424,-57.6515,-59.7803,-68.6432,-68.2600,-58.9262,-66.0873,-70.2085,-70.7211,-59.3559,-65.8554,-72.7981,-68.2893,-62.6800,-61.6432,-72.8320,-61.0172,-60.5086,-61.6392,-59.7326,-63.5334,-65.1816,-74.9972,-65.8701,-64.0074,-67.6240,-57.3123,-67.2240
-72.0673,-66.3988,-61.0532,-57.9924,-58.2693,-59.9219,-57.9475,-65.8817,-58.9405,-62.7812,-58.6892,-61.8026,-60.3373,-66.6923,-61.3331,-67.7711,-74.3920,-58.2935,-72.3819,-68.3640,-67.4223,-67.9962,-68.6118,-54.2520,-71.6274,-64.8224,-62.3437,-61.8458,-66.3167,-64.9718,-58.2753,-64.5737,-66.4661,-62.8767,-57.3866,-65.3304,-69.9265,-60.0929,-58.3110,-60.5339,-56.1627,-58.4485,-65.2706,-70.7421,-64.4048,-69.8774,-70.7996,-63.7480,-60.4299,-68.0967,-68.9116
-66.8090,-57.1150,-62.1703,-63.3376,-70.7042,-64.7202,-65.5214,-67.5341,-69.7469,-58.8171,-59.9380,-59.8092,-60.9643,-73.9387,-63.9250,-74.5634,-60.7803,-61.1285,-67.8201,-61.3704,-69.1150,-61.9271,-73.0041,-65.9223,-61.2077,-70.1101,-69.6298,-63.0893,-57.5085,-57.7794,-65.6116,-62.8366,-67.6051,-58.9534,-59.4884,-65.7494,-60.5922,-58.0412,-58.8211,-62.5517,-58.5944,-66.6306,-67.9255,-61.8607,-65.1535,-59.5062,-60.8414,-58.3291,-67.8618,-64.3135,-58.9834
-63.1308,-65.4834,-67.9599,-65.2441,-62.6410,-61.6927,-62.8570,-67.4939,-72.2359,-56.7364,-59.8809,-60.0544,-60.6082,-60.6363,-60.7903,-61.8643,-64.0270,-65.3759,-74.8617,-57.2439,-56.6519,-61.4853,-73.3473,-59.0995,-62.9351,-66.2567,-67.6548,-63.7863,-62.2136,-64.3936,-69.9482,-64.0777,-57.5646,-62.9868,-61.6909,-57.1994,-55.6422,-71.3059,-65.4266,-59.9392,-71.7875,-64.2829,-70.4166,-67.4199,-77.7068,-73.9712,-64.6381,-62.6865,-64.9565,-66.8023,-67.4763
-64.4223,-69.1097,-53.8823,-66.1164,-68.0611,-57.6209,-63.6778,-66.5789,-63.0328,-67.2824,-67.1146,-66.6398,-72.7289,-62.0502,-59.1403,-57.8016,-66.3300,-61.2084,-72.2450,-62.0783,-67.4340,-66.1864,-67.6583,-59.1720,-69.8432,-57.1486,-56.5675,-62.9864,-60.7915,-66.4336,-64.4697,-57.3054,-63.0873,-72.5330,-57.8153,-63.4833,-60.0347,-63.0866,-67.7413,-58.1383,-63.9315,-68.4482,-69.9554,-67.0932,-64.4594,-62.3856,-60.3084,-62.3405,-64.8386,-65.4494,-63.2035
-69.5767,-73.3376,-70.0421,-64.6791,-72.9377,-62.6787,-57.2159,-67.4548,-63.5943,-66.7720,-61.7854,-67.1877,-73.9294,-84.8179,-66.2544,-65.3053,-66.8028,-65.4968,-61.8677,-75.2631,-57.2822,-64.3903,-64.7105,-64.5177,-59.6736,-61.5049,-65.5555,-63.9715,-64.8517,-61.0907,-70.0216,-72.2471,-68.5546,-67.8038,-73.8143,-62.5341,-59.1779,-66.9364,-66.0991,-61.4992,-66.4432,-58.8122,-61.4179,-70.0279,-60.7964,-60.3381,-61.5700,-68.1788,-66.0465,-67.4789,-63.3463
-65.0161,-61.9814,-68.6562,-68.8403,-60.9583,-58.2437,-70.1562,-70.4380,-71.7027,-65.3652,-65.1312,-63.7120,-68.9214,-66.3413,-68.4413,-63.0859,-63.5121,-67.8636,-67.6975,-66.2786,-61.1367,-63.1043,-61.7630,-65.0337,-65.7983,-69.6477,-70.1607,-59.9919,-66.1735,-60.0540,-63.1987,-72.6899,-64.6684,-72.8618,-68.7562,-65.8136,-75.1607,-61.3577,-67.8626,-58.1003,-55.3432,-65.2935,-63.7666,-67.7802,-57.0150,-74.1302,-60.2856,-65.6654,-71.4403,-63.5642,-69.4784
-65.6056,-63.2923,-65.1851,-73.3343,-68.6416,-62.3493,-61.9547,-69.3992,-58.9274,-56.5558,-69.4915,-56.1972,-62.9738,-58.3162,-61.1117,-61.9240,-68.4461,-73.2948,-59.5108,-82.0841,-73.0914,-65.5707,-56.2604,-73.1485,-57.2545,-64.5679,-56.5960,-58.7690,-61.9049,-63.4274,-65.6346,-61.8932,-68.6158,-69.8983,-69.4386,-59.2439,-60.4416,-60.7157,-70.7561,-66.5235,-63.6552,-65.6797,-63.3653,-66.9880,-68.9813,-58.5463,-56.5587,-62.4479,-66.9611,-60.5310,-57.7579
-66.5812,-63.2141,-57.6449,-67.3292,-66.2613,-65.6305,-56.8698,-72.5382,-60.9442,-64.5168,-61.3371,-58.8051,-62.5985,-62.7751,-63.4925,-67.2072,-65.0757,-59.3568,-63.8947,-65.0589,-70.5262,-66.3835,-67.0543,-74.0102,-68.3455,-61.7012,-58.9661,-63.6146,-58.6358,-70.9267,-64.5508,-64.2639,-68.3322,-56.5769,-70.2305,-65.4320,-65.2658,-56.1011,-57.5954,-61.0262,-60.1788,-56.2789,-75.5050,-63.9402,-62.7284,-59.1678,-66.4079,-63.1721,-70.9412,-70.8449,-68.7619
-62.1687,-68.5958,-70.9308,-59.5193,-67.3771,-57.1065,-61.6010,-67.8401,-64.6031,-63.2036,-58.4444,-73.9659,-77.2800,-73.3855,-67.4745,-63.7352,-67.3465,-73.3926,-65.6280,-63.5699,-67.3407,-60.0328,-63.1133,-67.3919,-62.4707,-59.1353,-69.6666,-74.9107,-74.5110,-68.4921,-67.4612,-64.4386,-62.1105,-85.7505,-66.1853,-59.9747,-69.0083,-66.4608,-64.2204,-67.2329,-68.1209,-69.8907,-69.3902,-65.5491,-63.0583,-61.5586,-63.4850,-63.9620,-72.7414,-68.5879,-59.5442
-68.6278,-58.8347,-64.0617,-58.5819,-62.3401,-58.2559,-62.9452,-71.7057,-66.6456,-81.5166,-62.4881,-69.4390,-65.7999,-67.0052,-66.7156,-66.1000,-70.3688,-67.2359,-65.5315,-62.9880,-67.6420,-78.3986,-61.4946,-68.5957,-58.3725,-70.4284,-71.7187,-67.2161,-63.0633,-63.9988,-58.9573,-73.8001,-61.8056,-59.1424,-72.3055,-64.7679,-65.2069,-60.8312,-67.6511,-65.5902,-73.1168,-65.9508,-66.9372,-57.4538,-60.9231,-59.2893,-59.0311,-67.7718,-66.1984,-64.3897,-61.9686
-67.0966,-61.5677,-67.0290,-69.1035,-69.6873,-62.1308,-60.7601,-73.7862,-68.7990,-57.7694,-63.3934,-66.5051,-67.8428,-57.9649,-71.7093,-66.9386,-67.5564,-65.1900,-62.1000,-67.6475,-64.4031,-59.0194,-69.8563,-59.0613,-57.9215,-60.9515,-64.8963,-68.4450,-70.0212,-59.4803,-69.0212,-69.9480,-63.1257,-69.0429,-65.0527,-60.1257,-61.7733,-59.2588,-68.6876,-72.4363,-67.9894,-58.6518,-64.7934,-60.3840,-64.4649,-62.5256,-65.9227,-61.4509,-60.8392,-65.5900,-59.7816
-71.7422,-68.9670,-70.2301,-59.3238,-64.6021,-79.8534,-56.3614,-69.0125,-60.4402,-61.8831,-74.9506,-63.2475,-67.6881,-68.4088,-62.0545,-67.7448,-60.3978,-59.9679,-59.5142,-61.3312,-58.6441,-68.9961,-63.7040,-60.1542,-57.7448,-71.4778,-70.4184,-62.8549,-70.3498,-66.0476,-63.1448,-63.2268,-65.0783,-66.6508,-63.0867,-60.1501,-60.1344,-63.2475,-64.4592,-62.2526,-62.3135,-65.7108,-60.1985,-71.3204,-64.3770,-68.6204,-69.6812,-76.9343,-70.6803,-62.3758,-74.4253
-63.5903,-60.8895,-65.3863,-64.1096,-69.5065,-73.2715,-67.9069,-64.8283,-66.7683,-67.1118,-66.7579,-68.0270,-69.4912,-63.3480,-64.9115,-58.4360,-65.5374,-66.8734,-64.2267,-66.5746,-63.6722,-66.7432,-58.7818,-64.3887,-65.2103,-63.2564,-65.4265,-59.8295,-69.9454,-64.6403,-68.6570,-63.5367,-64.8498,-77.4080,-62.2174,-63.1275,-74.4147,-60.8940,-66.9882,-64.2665,-65.6132,-82.3036,-62.7434,-69.6760,-59.8698,-77.6206,-66.0519,-58.3530,-63.8567,-64.3314,-65.3719
-62.7253,-57.7377,-60.0518,-63.8591,-66.7936,-76.5705,-71.1971,-56.5980,-64.4999,-64.7423,-64.6526,-66.6003,-59.3878,-63.9637,-60.3516,-75.2410,-55.1159,-67.9402,-66.2923,-57.5676,-61.9476,-76.4888,-64.9431,-62.0682,-60.6886,-61.3100,-68.0987,-60.7379,-62.0061,-60.3044,-62.7528,-62.9695,-69.4738,-56.9659,-65.0359,-63.1270,-63.4159,-65.8141,-65.0007,-68.9816,-68.6575,-64.0234,-60.7068,-57.1261,-70.2272,-64.0293,-65.0744,-56.6883,-65.3046,-65.1237,-67.2861
-78.8957,-61.5938,-63.3580,-59.2710,-65.0995,-57.3346,-57.9119,-59.9736,-65.2687,-62.9493,-68.0547,-57.1818,-62.7266,-63.2504,-71.8857,-56.8281,-60.6172,-70.6796,-62.9590,-71.0429,-57.3356,-61.7167,-64.0001,-63.3240,-66.1992,-59.6979,-64.9014,-65.9780,-65.5360,-70.0901,-66.6585,-60.5199,-60.8291,-61.5832,-63.2257,-60.4541,-60.9644,-59.1502,-62.9438,-63.8729,-71.0047,-70.1164,-72.8711,-76.9989,-79.4104,-64.8569,-61.3470,-61.8204,-69.0826,-67.7810,-64.8488
-56.9816,-61.5785,-69.3533,-59.2015,-69.0649,-63.2557,-56.4763,-62.3749,-61.4576,-62.1940,-68.6894,-59.3888,-71.0523,-64.0387,-63.2448,-60.8387,-66.6913,-70.8231,-61.9757,-63.1356,-68.5391,-65.5926,-68.8713,-64.0066,-73.7976,-62.6581,-64.6403,-63.0020,-63.9911,-66.3018,-65.0189,-58.4634,-65.2320,-62.3625,-61.2526,-65.4249,-61.2911,-68.0777,-64.2756,-63.2573,-68.9938,-64.4025,-63.3394,-65.6831,-63.8950,-63.6116,-60.3682,-58.8569,-59.7386,-56.2916,-66.2037
-60.7722,-59.1627,-65.1845,-70.7021,-61.5891,-57.9688,-65.5010,-63.6512,-60.0288,-62.5906,-62.7586,-64.1652,-61.1427,-64.1620,-61.9267,-69.8927,-73.6012,-70.8620,-67.4375,-74.1347,-66.0533,-63.0435,-61.2448,-74.3690,-66.5729,-59.1770,-57.7342,-71.0789,-63.0696,-62.4350,-78.8063,-65.9488,-70.3969,-60.5388,-66.2413,-60.6684,-64.0311,-61.9368,-68.9179,-71.8243,-62.1977,-63.0431,-65.7467,-66.4861,-68.6785,-59.4856,-66.4899,-64.5622,-62.4602,-71.6805,-67.5718
-63.3662,-64.8578,-66.3653,-57.9782,-60.7106,-58.4133,-63.6480,-61.1850,-72.1605,-63.9250,-82.1682,-69.1372,-70.1935,-59.2966,-59.3903,-67.4870,-64.7672,-59.8140,-61.5837,-64.1359,-65.9317,-66.4500,-61.2731,-69.3433,-63.9117,-61.7426,-65.3707,-63.5444,-58.4150,-59.6302,-68.6113,-75.2226,-68.3822,-68.9039,-61.9780,-66.9501,-64.8799,-70.1499,-61.9456,-61.7950,-66.6696,-59.5136,-56.9674,-63.9349,-62.0209,-64.3528,-75.8995,-56.1076,-64.2604,-60.3674,-62.8860
-63.4829,-57.3891,-74.1746,-62.6327,-67.5794,-64.6582,-75.5812,-60.8385,-65.6744,-63.5210,-64.3842,-66.7180,-68.3710,-68.0915,-67.4979,-65.5683,-75.0591,-70.1567,-63.3079,-59.7547,-64.6456,-60.9592,-61.5812,-68.3948,-61.3512,-60.9859,-59.4980,-62.3126,-62.1917,-61.6713,-60.6876,-70.3751,-58.4590,-60.6379,-66.6794,-58.7604,-60.4100,-64.0377,-71.6826,-67.6528,-66.7836,-59.9659,-64.9859,-65.3912,-66.7617,-60.1215,-59.2457,-62.6964,-63.6258,-60.8882,-59.3472
-64.6843,-62.4816,-64.8115,-69.3807,-55.9226,-65.8952,-67.9830,-73.9495,-63.2307,-74.3025,-70.4694,-62.2536,-63.0067,-63.5816,-60.2642,-62.2218,-67.3108,-70.1364,-60.4910,-65.0948,-78.9552,-61.6524,-71.4280,-58.4888,-63.9179,-65.7370,-62.0787,-60.0271,-57.8648,-62.0274,-74.4811,-68.3646,-65.7342,-63.8659,-59.1213,-65.1922,-59.7734,-59.2326,-67.2970,-61.1701,-72.9395,-59.8284,-64.3732,-63.5993,-62.0787,-73.4880,-74.2454,-65.6580,-58.0008,-60.5690,-65.3957
-66.6229,-60.3700,-64.8062,-75.1914,-61.7324,-66.9974,-68.7364,-63.0481,-57.3113,-59.3569,-58.1879,-64.3543,-71.6158,-71.4049,-68.5245,-59.1220,-62.5900,-62.4286,-67.5769,-61.6607,-62.0945,-63.7408,-61.3696,-66.6011,-63.9379,-62.7758,-63.8173,-66.8329,-63.1473,-73.7118,-63.4102,-60.7829,-69.8314,-59.7900,-65.3060,-66.4507,-65.4400,-80.4471,-61.9465,-63.7024,-61.5800,-67.6093,-64.6509,-59.2888,-66.7503,-75.0207,-62.0697,-60.5521,-60.9342,-68.7537,-65.2765
-55.5152,-64.1078,-71.2909,-72.9456,-61.6713,-67.8120,-60.6080,-71.8468,-63.6252,-61.8104,-58.5780,-64.8770,-64.3726,-71.1432,-61.6809,-65.7043,-65.8961,-56.3925,-64.9073,-67.2575,-64.3872,-61.8441,-73.0538,-75.9155,-57.8982,-62.0939,-67.5764,-78.7899,-66.0934,-61.6758,-63.0070,-62.9226,-69.6447,-61.0319,-60.9114,-58.3504,-56.9223,-59.3256,-67.2330,-62.4110,-62.7631,-59.7465,-63.5411,-65.3117,-63.2849,-64.8536,-75.1872,-61.6798,-68.1064,-63.5278,-57.3772
