-59.3761,-54.7363,-55.9678,-55.6994,-59.7286
-51.7557,-51.9130,-49.3293,-58.3277,-60.4395
-55.5198,-73.6679,-60.4711,-55.2211,-49.4389
-62.3758,-54.5105,-60.8173,-62.6127,-64.2982
